AREACD,No central heating,Mains gas only,Electric only,Oil only,Renewable energy only
E02005847,0.308090154,45.11879064,2.395415386,0.382155191,null
E02006088,1.798229745,44.54075956,5.507251682,0.193767364,0.094793464
E02007065,0.662554458,44.5195945,4.833050251,-0.021107514,null
W02000253,0.173516088,45.08904691,0.999260422,-0.320915973,null
E02000160,0.121617793,44.75577466,2.685006682,-0.130984655,-0.199026692
E02000178,2.110420993,44.91023012,8.846077536,null,null
E02000199,0.997310697,45.10065931,2.800317905,null,null
E02000237,0.607832068,44.91454322,1.929205226,null,0.247607646
E02000605,0.993756753,44.35917463,4.219000728,null,null
E02000627,2.46521699,44.46374164,10.21212051,-0.264486232,null
E02000895,1.15208069,44.65434645,4.969658786,null,null
E02000903,1.816084725,44.61167475,4.694482515,null,null
E02000907,1.303861828,44.73141961,11.95477915,null,0.16917374
E02001464,1.303785075,45.06144383,2.909256353,null,null
E02001762,0.069042916,45.1288125,2.45110557,null,null
E02001846,1.829263321,45.21858332,4.72858749,null,null
E02002017,1.218963114,44.32749356,6.793721932,null,null
E02002294,0.967064424,44.74402802,2.433108241,null,null
E02002337,0.337931315,44.44517003,4.69720316,0.028483546,-0.025934169
E02002854,1.199473639,45.09060757,1.835734601,null,null
E02003372,0.034487254,45.05171465,3.055873104,1.045297279,null
E02003449,1.457400464,44.67818314,5.124074404,null,null
E02003502,1.257143932,44.7717872,4.862423111,null,null
E02003712,0.444210255,44.39301613,3.782857107,1.787418562,null
E02003860,0.234356871,44.85877676,1.055676596,0.778575105,0.660322008
E02004006,0.126405085,45.15781606,3.713648411,5.441215323,0.269439737
E02004370,1.168474486,44.27101421,2.863488283,null,null
E02004441,1.131025955,44.58292581,5.469053151,null,null
E02004729,0.451666423,44.58085933,2.609621316,null,null
E02005010,1.297168644,44.40588779,10.49874906,null,null
E02005181,1.290270621,44.75617561,2.195095865,null,null
E02005371,0.917168205,44.35277837,5.05726676,12.49958034,2.130894545
E02005570,0.759549281,44.77832705,5.22714317,2.417156361,0.448483674
E02005654,0.833422892,44.83370355,3.294295947,0.032937261,null
E02006347,0.837842159,44.35779743,2.226767132,null,null
E02006406,1.557296259,44.27522367,16.94849204,null,0.131164161
E02000066,1.290513121,44.97189014,4.677231007,null,null
E02000504,0.516732189,44.9237529,1.745638417,null,null
E02002062,1.562710364,44.51128101,5.326204614,null,null
E02002092,1.333193695,44.42060758,2.25249692,null,null
E02004528,0.759501061,44.23338719,2.807661667,4.551276493,0.31844777
E02005113,0.144229152,44.83235647,3.307355042,1.163661963,null
E02006880,1.516690731,44.54437861,10.21522104,0.476098201,null
E02007016,0.424789853,44.60068201,4.028719069,null,null
E02000018,0.664154645,44.33172217,3.543240951,null,null
E02000114,1.321894601,44.14278614,8.754089249,null,0.036804927
E02000201,1.506997216,44.20592798,12.19807994,null,null
E02000311,1.606692659,44.23784434,11.02930961,null,null
E02000517,0.588812192,44.83186863,3.810613483,null,null
E02001001,0.757488959,44.9128924,3.612270697,0.381592822,null
E02001933,1.548824456,44.32406954,3.162622616,null,null
E02002019,1.720956897,44.29452868,1.682312131,null,null
E02002628,1.028342594,45.0286964,1.406356459,0.321875556,null
E02002839,0.83221232,44.24381681,1.883155575,null,null
E02002891,0.475811215,45.06273859,4.731547061,null,null
E02003052,0.260364746,44.29176156,2.379687633,null,0.528915266
E02003766,1.183427001,44.85461673,7.971727516,0.591093374,null
E02004385,0.816594939,44.53614881,7.314435076,0.857140809,0.013168726
E02004649,0.623385568,44.1071139,2.059782322,null,null
E02004973,1.951845192,44.16295709,7.016983609,null,null
E02005077,0.999262539,44.71585529,2.675477762,0.098869563,0.21574597
E02005163,0.482072234,44.41537608,2.30258044,0.542674564,0.01811997
E02005560,1.228983208,44.78890705,12.03288193,1.562572072,null
E02005665,1.138427236,44.94380804,4.602626603,0.185900489,0.386048412
E02005960,0.265828826,44.7761124,4.929583172,1.572219148,0.691858666
E02006100,0.916107625,44.75801508,2.941040443,2.61681025,0.685783259
E02006303,0.628292629,45.00411935,6.010641317,0.411145469,null
E02006443,0.84852749,44.79264608,5.83097431,0.270609844,null
E02006549,0.035694672,44.6844651,1.20705833,0.142532636,null
E02007023,0.62033996,44.31321358,2.901154735,0.916792741,null
W02000255,0.372561243,44.55987308,1.250122541,0.45235458,-0.244633231
E02000074,1.092956499,44.95555448,6.907401909,null,null
E02000228,0.458548366,44.61325563,2.877393164,null,null
E02000681,1.379885026,44.79303838,5.240865223,null,null
E02000685,1.964289125,44.7753098,5.397697692,null,null
E02001509,0.671891476,44.35193458,1.122869566,null,null
E02001577,0.025859483,44.57468635,1.15192655,1.151804746,0.142134801
E02001886,1.508717591,44.33378959,6.64687646,null,null
E02003415,2.175799406,44.82893236,19.39131032,null,null
E02003703,1.011316524,44.72333601,9.743305318,-0.210905554,0.13467538
E02003871,0.129416245,44.64868823,1.96298089,0.646986638,null
E02004878,0.278238342,44.75100329,4.031175101,6.470895799,0.479252396
E02004921,0.568297145,44.43254581,6.422050398,0.336604554,null
E02005203,1.045519736,44.69587797,3.177289016,3.156961333,0.790538958
E02005335,0.197635618,44.62306002,1.575298953,1.086085713,0.264275911
E02006778,0.350989736,44.90325358,1.341348201,0.837672977,null
E02006839,1.19212104,44.25666386,3.883364736,2.191106643,0.038249695
W02000344,0.821034528,44.4350391,0.603306425,6.863892189,0.707494806
E02000059,2.068604909,44.62234437,16.89249779,null,0.32103474
E02000103,0.840685827,44.51552561,5.924004285,null,null
E02000927,1.489605681,44.69859534,3.390616028,null,null
E02001370,1.323575904,44.00830119,4.901472341,null,null
E02001399,0.383104398,44.78865209,0.91352877,null,null
E02001584,-0.150287537,44.27902695,0.7096082,0.895997854,null
E02002308,1.25796802,44.34440138,2.499264083,null,null
E02002616,1.305831337,43.93814338,1.202578896,null,null
E02002826,0.545327625,44.70809067,1.297969597,null,null
E02003122,0.522705456,44.46057033,0.754169323,-0.323976978,null
E02003165,1.048654046,44.71080872,2.921344859,null,null
E02003198,1.3938238,44.21034767,3.754887448,null,null
E02003215,0.895767434,44.5618597,2.903234282,0.056633646,null
E02003461,0.931176349,44.06395555,2.798079749,null,null
E02003562,2.034061116,44.44293045,12.78118074,null,-0.047033609
E02003970,0.941782587,44.46806541,5.975881884,4.957672836,0.757655881
E02004408,0.331129978,44.70962115,5.705651046,0.545074101,0.406649731
E02005673,1.671983272,44.37251889,5.511056277,null,null
E02006326,0.978857064,44.83060836,3.224892859,null,null
E02006398,0.508076201,44.26713019,12.40572423,0.09714847,null
E02006462,0.955963709,44.11322552,7.006964931,0.276748078,null
E02006539,0.655633592,44.48206728,3.418723108,0.609107813,null
E02006769,0.94388189,43.99359979,1.944337044,-0.234259839,null
E02000041,0.786242772,44.17034451,6.82094897,null,null
E02000496,0.905023227,44.26323853,4.066196283,0.570734486,null
E02000705,1.092872803,44.10921887,2.551404414,null,null
E02000877,2.111370895,44.20474632,17.53416578,0.615993834,0.121280329
E02000898,1.236428445,44.74489873,3.66309817,null,null
E02001145,0.309475781,43.8674011,2.89805808,0.670760952,-0.260477609
E02001207,0.221832097,44.03655528,2.57113359,null,null
E02001348,2.135035297,44.26262885,1.6434956,null,null
E02001389,1.565393473,44.7343839,9.541621186,null,null
E02001680,0.378653376,44.60542647,2.485355312,null,null
E02001753,0.25638147,44.80277156,4.406283972,null,null
E02001806,0.732048396,44.06628355,10.40538059,null,0.553672434
E02002030,0.482475236,44.1116616,1.67265096,null,null
E02002124,0.995701404,44.40958365,4.094127281,null,0.641780828
E02002666,1.493660171,43.96419529,8.395974225,null,0.440280563
E02002768,0.227750986,44.10929625,0.747730802,3.149055634,0.591172149
E02003154,0.638570981,43.86302578,2.082961764,null,null
E02004089,1.174607389,44.65669058,7.467474191,null,-0.010386858
E02004154,1.685419997,44.55066874,6.38772213,null,null
E02004365,1.642428563,44.34871889,16.92995748,null,null
E02004500,0.802328981,44.10326031,3.021397814,8.597843118,0.787249549
E02004533,1.184412198,44.44914423,2.781932723,null,null
E02004779,1.028802196,44.44457872,7.662307618,13.8880242,0.857940957
E02004862,0.996927565,43.81817919,3.237650913,0.464882972,null
E02004934,0.830050558,44.17944502,6.886818053,null,null
E02005795,1.689678616,44.54987596,6.664736351,0.392070243,null
E02005993,0.161400946,43.97054818,4.407111841,0.662285434,0.310172501
E02006036,1.349782201,43.84509299,4.629981305,1.229819692,null
E02006371,0.237472752,43.84944821,4.573914802,0.636260734,null
E02006437,0.13171959,43.96428309,2.597661669,3.047628481,0.048300117
E02007056,0.479856744,44.18145927,8.138727159,-0.021364645,null
W02000181,0.723560792,44.46538521,5.947470191,0.544026671,null
E02000198,1.115840941,43.95209448,6.539371809,null,null
E02000499,0.999073653,43.93384801,3.42544913,null,null
E02000710,1.398399679,43.89370333,8.079053354,null,null
E02000849,0.832642411,44.32224473,6.190851615,null,null
E02000852,1.617058875,44.56637666,5.423532808,null,null
E02000915,2.075772654,44.06660754,5.093271559,null,null
E02001072,1.969605886,43.93284408,13.33873478,null,null
E02001472,0.505429154,44.57851665,1.767842235,null,null
E02002493,0.345632408,44.59668995,1.458568097,null,null
E02002809,1.249192484,43.76984752,2.107825385,null,null
E02003232,0.395875713,43.8987736,11.11517834,0.218348828,null
E02003487,0.50087858,44.23320145,1.162986955,null,null
E02004686,1.429527352,44.71747356,13.55782519,0.84295207,null
E02004863,0.458667851,43.9223888,3.336641518,null,0.222173151
E02004882,0.240253972,43.9564594,5.607186269,0.368463322,null
E02004981,0.618608941,44.01630683,3.174524715,1.339551978,null
E02005023,1.050135236,44.60169671,8.831822856,null,null
E02005214,0.562723994,44.36395384,1.831840931,0.451887822,null
E02005305,0.497456916,44.35384439,1.329646389,3.431300113,-0.13714185
E02005359,0.250052784,43.85954804,1.619600058,1.230517923,0.37357964
E02006485,0.108078401,44.41398175,0.319796937,null,null
E02007009,2.268776289,44.71106932,11.79609661,null,-0.19441405
E02007073,0.047305599,44.6259019,1.707960432,0.571533858,null
W02000325,-0.013355195,44.44083618,1.610646011,0.122885887,-0.285829311
E02000315,1.128438264,44.60729889,5.291886422,0.167954756,null
E02000709,0.147627308,44.15375282,0.846333941,null,null
E02000854,0.666883144,43.82691931,4.371715823,null,0.521320823
E02000937,0.916928222,44.61453416,3.607632549,null,null
E02001210,0.473357738,44.10688163,3.195472699,null,null
E02001375,1.483565564,44.59565042,2.328395902,null,null
E02001434,0.3224131,44.49152747,1.475801615,null,null
E02001519,0.75943421,43.69295472,2.77911133,null,0.090614611
E02001530,0.777664754,44.52459381,1.318926704,0.69446432,0.327579257
E02001699,0.88740711,44.52619711,1.636645212,null,null
E02002412,1.335435147,43.75483766,5.278435766,null,null
E02002627,0.495139601,44.4085731,0.476168862,0.489184266,null
E02002730,1.329386605,44.47234801,2.206201786,null,null
E02003127,0.764384571,43.89624808,3.006535372,null,null
E02003495,0.876975437,43.71560998,2.14835384,null,null
E02003789,0.772744399,44.21134478,3.066720212,1.233855615,0.375095366
E02003948,2.731085665,43.92318599,9.008421488,2.287420262,0.047485041
E02004445,1.0017727,44.27984829,9.194759759,null,null
E02004665,0.884300721,44.25617452,3.44994345,5.050018301,0.391044556
E02005055,1.302029395,44.3195127,4.747250465,null,null
E02005890,0.195071552,44.53787273,0.92827244,null,null
E02006412,0.247324013,44.63548692,4.77007172,null,0.628414461
E02006456,0.395683674,44.45473228,5.681526504,null,null
E02006649,0.859012337,44.09665021,6.742123418,0.573699279,null
E02006817,1.024186877,43.78922531,2.988379827,null,1.057182972
E02000397,1.354681408,43.89873292,5.63909543,null,null
E02000698,0.877686863,44.32625452,4.899498866,null,-0.194058045
E02001187,1.504867612,44.49431351,3.522267457,null,null
E02001454,0.266934198,44.54758033,0.489452492,1.564943667,null
E02001552,-0.089966813,43.81339509,4.95193013,null,null
E02001568,-0.113670456,43.60212591,1.410821295,null,null
E02002176,0.812473246,44.34408154,6.72831265,null,null
E02002335,0.22267448,44.10682159,1.747479646,1.284904778,-0.035380493
E02002397,1.772454102,44.43460224,8.944504242,null,null
E02002915,0.556678423,43.6141292,3.569034051,2.380503715,0.369398351
E02003498,0.615531689,43.94543291,6.985212535,null,null
E02003532,1.204612874,44.02478517,5.722729851,null,null
E02004242,0.255132551,44.26047086,4.158517888,null,null
E02004357,0.295400861,44.31462379,2.833421654,null,null
E02004810,0.540747019,43.56518186,4.874412911,null,null
E02005230,0.966068734,43.82026808,2.201160961,0.211901041,null
E02005294,1.146543423,44.01928243,1.885198642,null,0.04722596
E02005718,0.085819168,44.18782579,4.35415826,0.898115869,null
E02005821,0.389503157,43.78726013,1.609908353,0.062095776,null
E02006096,0.67619336,44.09116341,4.516629145,1.528979357,-0.182331869
E02006324,0.406741709,44.18422841,1.923922144,null,null
E02006564,1.025363444,43.91831026,7.965292061,3.676161523,0.17415715
E02006784,0.662720299,44.03546057,2.40861975,null,null
E02000040,0.506291964,44.23927508,6.107733581,null,0.119963249
E02000174,1.491092661,44.29982308,4.440725431,null,null
E02000904,0.988118035,44.25703473,3.451184196,null,null
E02001089,1.199712469,43.82513678,6.166820541,null,null
E02001445,0.151772285,43.65602614,0.715321646,0.112657025,null
E02001499,0.548169762,43.63742761,1.23559904,0.003250354,null
E02001745,0.697309035,43.63687527,2.405465551,null,null
E02002234,0.957379596,43.49775211,3.362658261,null,null
E02002498,1.643954384,43.82140919,6.667594828,null,-0.007754493
E02002800,1.272879946,43.53616244,4.691903299,null,null
E02003184,0.546232384,43.58239061,5.413674206,null,null
E02003270,1.073049815,44.19421687,3.510954492,null,null
E02004497,0.221473003,43.68526288,4.84775721,2.90390667,null
E02005266,1.520795693,43.84932295,6.260961022,null,null
E02005933,0.818778316,43.48449506,3.702709334,0.662622906,null
E02006271,0.675129011,44.27937944,5.244011857,10.4150467,0.409928916
E02000208,1.836212343,43.80041832,12.09951027,null,null
E02000455,1.550007029,43.73671147,21.60464942,null,0.215166065
E02000513,1.301178203,44.22549761,5.178198817,null,null
E02000682,0.682297024,43.67415743,3.726897644,null,null
E02001027,1.526668267,44.15726005,3.840888888,null,null
E02001036,1.003358459,43.82198403,3.85451649,null,null
E02001605,0.402285061,43.70635463,2.214365114,2.812630723,-0.105763497
E02001608,0.529087905,43.5783996,0.818065568,null,null
E02001893,1.151635244,43.58294012,4.313628961,null,null
E02001926,1.53557794,43.70956201,3.383364835,null,null
E02002846,0.450276356,43.49177914,3.839821507,null,null
E02003311,1.064009609,43.52324082,9.321528637,null,null
E02003390,0.255878427,43.99278812,0.714670469,0.584314986,null
E02003598,2.542453268,44.05258543,7.595891451,1.119969128,-0.297834404
E02003686,-0.075739672,44.19925603,2.286568798,0.830964843,-0.098773943
E02003690,0.834857291,43.85889024,4.530552103,1.011125944,null
E02004067,0.551372158,44.167537,1.064951314,null,null
E02004318,0.259044331,43.50729856,1.43187902,0.962146764,null
E02004673,0.651633402,43.75356778,1.59938167,2.305976234,null
E02004902,0.68036803,43.99848806,3.161799514,null,null
E02005403,0.816126465,43.83039194,1.856918408,0.653720556,null
E02005429,0.760816685,43.46565699,2.762945559,1.698532305,-0.00560648
E02006357,0.821628543,43.52005199,2.289549369,0.623214002,-0.220897799
E02000106,2.038387477,43.44041398,8.315622073,null,null
E02000773,1.139221765,43.43864813,3.413822028,null,null
E02000853,0.371745467,43.84963189,4.775293515,null,null
E02001003,0.25561746,43.84481001,0.877883051,null,null
E02001368,1.546393167,43.62146174,7.508559826,null,null
E02001632,3.156766649,43.47391751,12.9836127,null,0.402571497
E02001720,0.921816132,43.76113487,6.987611425,null,null
E02001751,0.687475391,44.06769032,2.095351737,null,null
E02002118,0.619949906,43.89015853,3.116127274,null,null
E02002532,0.666946855,43.55837756,3.830865673,1.257877725,null
E02002533,0.522424446,44.15124329,1.007094954,0.300686263,null
E02002660,1.132295236,44.20067552,2.772023024,null,null
E02003920,1.774487085,43.88343686,8.144089607,2.671037815,0.759994716
E02004384,0.677005133,43.57689432,3.844913758,0.617900016,0.314985153
E02004554,0.623934813,43.54648631,2.474073098,null,null
E02004596,0.877524378,44.10511282,2.745346155,10.82433357,0.651443002
E02004603,0.645854232,43.81524878,6.386584528,null,0.388668959
E02004744,1.625502232,44.08357733,13.49450768,null,null
E02004783,0.767456524,43.56723207,2.540014042,0.57581647,null
E02004834,1.107912516,43.72320126,6.696192987,0.139441396,null
E02004958,0.149748321,43.34860343,1.839278756,1.698839396,0.56872904
E02005350,0.499472821,44.13554643,3.882464877,0.558557279,null
E02005442,0.552797368,43.91028308,1.874959496,null,null
E02005535,0.410712355,44.27744,2.814643103,1.259967561,0.49311163
E02005843,0.846899144,44.20614303,2.142511983,0.212213165,null
E02006156,-0.237443227,43.88453001,1.330921536,1.896547002,0.731165767
E02006285,0.73850746,43.90846658,3.146394831,0.584299562,null
E02006672,0.679514374,43.81012861,5.107895205,8.985254273,0.263876576
W02000028,0.363377213,43.75243144,1.920553581,0.660342346,null
E02000170,1.332863981,43.70724147,5.823909323,null,null
E02000430,1.493608217,44.10623364,5.440830137,null,0.068396765
E02000521,1.562491496,43.56007385,17.90020457,null,0.63956509
E02000548,1.618217704,43.37898747,10.5770278,null,null
E02000558,1.649789591,43.35946062,12.93816806,null,null
E02000679,0.990599116,43.81760111,5.016396129,null,null
E02000842,0.840250435,43.72879384,2.382191723,null,null
E02001173,1.361550565,43.52255125,7.742823104,0.368420032,null
E02001385,1.841559237,43.50913907,5.383919389,null,null
E02001393,0.623777017,43.35559959,1.670568315,null,null
E02001975,1.325366906,43.37955362,1.371651588,null,null
E02002953,0.703067271,44.10350403,4.858548553,null,null
E02003209,0.371375841,43.91158113,3.019355904,null,null
E02003338,1.002304833,44.02415843,4.517945182,-0.172732545,null
E02003559,0.186925635,43.71416515,3.398937397,null,null
E02003746,0.89735943,43.28607231,2.151534764,2.355186525,0.311494943
E02003852,0.367960079,43.96472697,0.685296415,0.077056455,null
E02004553,0.233762414,44.10901387,2.458036554,null,null
E02004707,1.552287346,43.89091001,7.265009713,12.48448514,1.77183762
E02004737,1.209283344,43.76946801,7.915190641,null,null
E02004811,1.376173965,44.11289197,7.612983806,null,null
E02004918,1.527430831,43.8265105,13.418222,-0.094547158,null
E02005034,0.340955956,43.38264846,1.05450611,null,null
E02005044,0.642070221,43.36518719,5.645732412,-0.043997496,null
E02005548,0.852224936,43.46244327,2.794866151,0.279476853,null
E02005697,0.774356141,44.053386,7.517887946,null,null
E02005724,0.305666555,43.23749633,0.560561855,0.511711383,null
E02006555,1.060841417,43.49637545,5.938519153,null,null
E02000377,1.913222666,43.72995785,5.894295608,null,0.363547676
E02000384,1.249522103,44.02362162,9.270043517,-0.323589023,0.543974434
E02000506,0.004467995,43.63441878,2.371245135,null,null
E02001377,1.637627547,43.80158152,12.14404027,null,null
E02001759,0.77904923,43.38223937,7.134936571,null,null
E02001770,0.871596146,44.08484343,2.466151253,null,null
E02001961,1.030592993,43.40077309,6.866098778,null,null
E02002174,0.194529858,43.39479758,2.160948333,null,null
E02002433,1.85903292,43.98734948,10.15928837,null,null
E02002492,0.813669269,43.17396036,2.428535749,null,null
E02002556,0.473379092,43.97883437,0.556169458,1.355379751,null
E02003230,2.011931907,44.03120309,16.08521911,0.544448702,null
E02003497,0.085686317,43.7750525,1.003896387,null,0.563923146
E02003682,0.081365699,43.19642899,2.625316153,0.645372548,0.161770031
E02003984,4.138388901,43.3846213,3.612635162,null,null
E02004598,0.968976888,43.44292873,3.438273095,15.49631726,1.189827453
E02004916,-0.128676941,43.37267067,4.269862261,-0.111220482,null
E02004932,0.637000154,43.70955722,2.228106519,null,null
E02006762,0.022114105,43.74056969,3.401664992,0.612843563,null
W02000316,0.696536948,43.63456306,0.375813335,0.12794067,null
E02000037,1.022536641,43.95794966,9.350476185,null,null
E02000361,1.819221314,43.03573497,9.096827354,null,0.112079437
E02000514,1.17065783,43.45763694,3.891054047,null,null
E02000650,1.405707184,43.21529498,3.67992732,null,null
E02000674,0.746986551,43.25087339,2.28967575,null,null
E02000703,0.252816273,43.91357818,2.119127705,null,null
E02000812,3.101466028,43.73156114,16.01268229,null,-0.212960601
E02000858,1.094340274,43.93711468,5.99707601,null,null
E02001012,1.164444359,43.96155866,2.000993351,null,null
E02001747,0.120392699,43.24088346,2.55127825,null,null
E02001856,2.649177962,43.70827061,8.745641298,null,null
E02002013,0.364523057,43.06906733,1.314358008,null,null
E02002481,-0.249166619,43.56357084,2.503275998,null,0.578390197
E02002803,1.245617033,43.74444593,10.38836498,null,0.542230272
E02003576,1.270267924,43.31177489,8.731766895,null,null
E02004104,0.802619118,43.78066668,1.526149668,1.711507937,null
E02004872,0.067003521,43.74564483,1.60757041,null,null
E02005836,0.711130362,43.75536818,2.259930262,11.23960829,1.075611552
E02005850,0.282584918,43.34063914,1.340912914,0.459322255,null
E02006257,0.437152954,43.4638411,2.730912925,null,null
E02006463,2.439062507,44.01998702,32.34278315,null,-0.119251221
E02006481,1.004415147,43.69553074,3.372446449,null,null
E02006482,0.767445852,43.17610275,3.732176902,-0.191599981,null
E02000097,1.144804952,43.16029094,2.702873842,null,null
E02001418,0.701882764,43.85452054,4.485547495,null,null
E02001920,1.867191986,43.77479852,4.490895239,null,null
E02002145,1.769275323,43.38281097,4.349922374,null,null
E02002430,1.485332157,43.8754587,4.639282857,null,null
E02002552,0.531550414,43.33505377,2.288118221,null,null
E02002756,1.221908419,43.85591721,6.237092038,-0.191313915,null
E02002848,1.337794482,43.705171,4.610528563,null,null
E02003361,0.83492607,43.72613092,3.943307502,null,null
E02003406,0.83310113,43.18593822,3.866701569,null,null
E02003915,1.383218266,43.78774308,7.776456537,0.742001696,0.466056973
E02003971,0.207311258,43.52986646,2.656436211,6.04130316,0.041463724
E02004048,-0.000267371,43.12874541,1.417939761,0.504406255,null
E02004351,0.41490185,43.37983826,1.604016068,0.885279663,null
E02004356,0.859906296,43.91140296,2.996399646,null,null
E02004444,0.255320925,43.48699817,5.616354751,-0.15249628,-0.119027005
E02004589,1.124204569,43.53710091,6.936275684,0.103188459,null
E02005438,0.498893955,43.86050393,4.482027193,1.097283935,-0.189604562
E02005492,1.175663577,43.00558784,3.118967372,15.2342822,1.365022289
E02005713,0.247861672,43.57915682,0.455998418,0.777875948,null
E02006182,-0.009616029,43.34214993,1.634173159,0.960473457,null
E02006193,0.551899756,43.80210327,1.330034747,3.37399983,null
E02006701,0.251019076,43.92225025,1.743498445,0.015496206,-0.190528144
E02006807,0.55179905,43.00590952,3.80126786,null,null
E02000243,1.114646284,42.92865153,4.060860536,null,null
E02000486,1.48990261,43.3079414,2.786755216,null,null
E02000662,1.06266213,43.46253721,4.433189843,null,0.272267902
E02000848,0.863324097,43.43045245,3.080877208,null,null
E02001865,1.19136341,43.57022175,3.503501529,null,null
E02001948,1.146326029,42.92735948,3.251346807,null,null
E02002811,2.068956101,43.43875828,8.301522231,null,null
E02002986,0.992675649,43.00751609,5.462950832,0.037565932,null
E02003048,0.357304346,42.92265652,6.006915943,null,null
E02003207,1.171378884,43.75014139,2.684050574,null,null
E02003981,1.208944465,42.9767873,1.648799938,null,null
E02004094,1.120098169,43.71185492,1.764253844,null,null
E02004339,0.242089743,43.33198029,1.596574234,2.751222946,0.185984664
E02004742,0.367922785,43.21433267,6.302002959,null,null
E02004967,1.133336478,43.31917611,5.892169246,null,null
E02004971,1.068579768,43.50012791,4.275997022,null,null
E02005317,0.930907915,43.20817281,3.005340946,null,null
E02005405,-0.086788508,43.53995539,1.362421821,0.422567001,-0.14348178
E02006349,0.112529375,43.77310991,5.058899908,0.705924371,null
E02006380,0.029544495,42.89445212,1.889215682,0.050816338,null
E02006420,0.143316652,43.67240248,4.474216605,null,null
W02000309,0.078285775,42.95744451,0.904770758,0.297397961,null
W02000314,0.540918052,43.68337904,0.712010711,-0.073447645,null
E02000309,1.66777396,43.74395221,12.64660592,null,null
E02000630,1.184412324,43.60195877,6.868521332,null,0.399854223
E02001139,1.250422758,43.30659079,3.699578477,null,null
E02001231,0.510579511,43.22805643,1.123041042,0.367020558,null
E02001448,0.340242889,43.32511501,1.794444008,null,null
E02003016,0.549538293,43.18171419,3.454428869,null,0.604266662
E02003427,0.471546379,42.89890246,3.720672692,0.329363764,null
E02004144,0.19514863,43.62165803,3.666499573,0.456579112,0.583194337
E02004239,0.579978901,43.2901933,2.555341098,null,null
E02004329,0.636392206,43.06621267,0.890596101,0.363148693,null
E02004739,0.352630149,43.26563022,2.509834569,null,null
E02004925,0.587100931,42.93529055,2.33022586,null,null
E02005031,1.590711947,43.58047645,6.423730659,null,null
E02005226,1.647002641,43.02561938,7.334020953,-0.159232534,null
E02005447,1.885519575,43.38243629,9.246746419,null,null
E02005630,1.000110464,43.44459475,5.909078179,11.55525915,1.395073388
E02005757,1.600061762,43.76593862,6.704481243,8.873223935,0.714369538
E02005817,0.270809284,43.46543728,2.518811132,2.969236328,0.650004003
E02006415,0.437321288,43.37094979,3.694560182,0.136826554,0.035510429
W02000383,1.095704771,43.60876978,4.724895838,null,null
E02000061,1.600986421,43.44136648,8.980184215,0.188075331,null
E02000368,1.742691943,43.24169297,9.077385293,-0.00474321,0.467359522
E02000429,1.386147538,43.37215383,4.449442828,null,null
E02000615,0.433112619,43.59400992,2.417136523,null,null
E02000913,1.016483677,43.02946373,3.209489897,null,null
E02001048,1.356459594,42.79062921,8.517618718,null,0.285899106
E02001415,0.199491275,43.59055092,1.268142454,null,null
E02001465,1.798219332,43.23940213,13.32406464,null,null
E02001623,1.121560047,43.13494358,2.811120728,null,null
E02002168,2.280773452,43.52230206,24.83768312,null,null
E02002444,0.633843558,43.00645105,3.11355932,null,null
E02002851,0.878219327,42.98098996,0.65253905,null,null
E02003524,1.4232225,43.38614688,1.366712998,null,null
E02003857,0.62402444,43.66710575,2.156810593,0.230407474,null
E02003900,0.467982082,42.7798798,4.075798504,0.653983902,null
E02004245,0.217914397,42.83057767,3.815212293,1.101933547,0.396355579
E02004852,0.663354299,43.18990026,8.210189903,null,null
E02005385,0.546426256,42.7410519,0.458940201,0.573864915,null
E02005489,-0.104643863,42.9510398,2.280810572,3.286843079,0.588833514
E02005599,0.162476961,43.2474169,2.43825427,2.157307247,0.628842654
E02006680,1.068901429,42.77684305,9.422041258,1.004121175,null
W02000276,null,43.42632564,1.254933554,0.235186761,-0.244969511
E02000304,0.760159573,42.84105977,1.720897864,null,null
E02000830,1.687775291,43.17156836,7.327399655,null,null
E02001217,1.217936651,43.5702317,5.149916213,null,null
E02001704,0.652611153,43.266656,5.039841206,null,0.50516174
E02001945,1.06547866,43.22603837,1.740909267,null,null
E02002270,0.855406981,43.11089264,4.682481199,2.549974766,0.187780332
E02002274,0.381705252,42.86173014,1.545368397,null,-0.27092203
E02003114,0.407956828,43.22232303,4.992516344,0.188661475,null
E02004988,0.361116644,43.27131899,4.885473074,null,null
E02005260,0.667195029,42.64300116,1.676704991,0.15756717,null
E02005709,0.006064958,42.95004104,1.681213281,0.127391841,0.546911494
E02006090,0.662849939,43.43162542,3.851182477,1.297993645,null
E02006364,0.550870224,43.00244441,9.372911858,0.405549147,null
E02007049,0.377547166,42.72432084,3.350992103,0.532290981,0.6793919
E02007115,2.687655885,42.90087284,11.75971591,null,null
E02000353,1.325504471,43.36784553,4.390907906,null,null
E02000437,0.649613542,42.55680216,4.282592158,null,null
E02000541,0.924369838,42.87784028,4.245257634,null,null
E02000593,2.298435982,43.01259142,8.400192944,-0.031507211,null
E02000839,1.260795035,42.57961329,6.097117398,null,null
E02000861,0.200067298,42.90376276,2.002855038,null,null
E02001132,0.50573806,43.07968909,3.192267251,0.071832613,null
E02001242,0.958770452,43.23456292,1.847962116,null,null
E02001297,0.665675619,43.3588953,2.061626116,null,null
E02001491,1.146702225,43.10085506,2.592265232,null,null
E02002457,0.979619935,43.04158329,6.040731737,null,-0.15798058
