areacd,value,value2
E02002691,8,2.411465572
E02002692,3,2.155661093
E02002695,9,2.285710018
E02002696,10,2.826978136
E02002698,6,1.65255301
E02002700,8,0.123952305
E02002701,1,2.253166427
E02002702,7,0.267293237
E02002703,12,0.196278654
E02002705,2,1.598589121
E02002706,11,1.627155614
E02002707,7,1.230887007
E02002709,4,2.651630911
E02002711,7,0.396961695
E02002712,1,2.924004902
E02002714,12,2.335925455
E02002715,1,2.311569408
E02002717,1,2.785844512
E02002718,7,1.709395473
E02002719,12,0.234917992
E02002720,1,0.874515456
E02002721,7,0.854325717
E02002722,10,2.782767524
E02002725,13,1.333807496
E02002751,7,0.923410133
E02002752,5,2.917815853
E02002753,8,1.208794586
E02002754,7,0.617294834
E02002755,4,0.647086432
E02002757,11,1.599559056
E02002759,1,1.34467342
E02002760,11,1.301961154
E02002761,11,0.971723713
E02002763,4,2.589222393
E02002764,1,2.561822025
E02002765,13,2.09602663
E02002766,5,2.759519858
E02002769,13,0.804693777
E02002773,4,0.851183886
E02002774,2,0.056977056
E02002775,3,2.713523773
E02002776,9,0.849582541
E02002778,11,2.781988003
E02002779,5,1.024520965
E02002781,10,0.648129359
E02002782,5,0.811744819
E02002783,3,2.268561714
E02002785,10,0.96261282
E02002787,7,0.251906175
E02002789,2,1.636045878
E02002790,3,1.309949044
E02002791,3,0.829448158
E02002792,11,1.222240353
E02002793,1,2.207612588
E02002794,5,2.563329875
E02002796,2,0.144387661
E02002797,10,2.43644595
E02002798,4,1.868600064
E02002799,12,1.144865604
E02002800,3,1.016280792
E02002801,11,0.986285188
E02002802,2,1.1333907
E02002803,12,2.127712366
E02002804,10,0.701747155
E02002805,6,2.05255657
E02002806,11,0.241139318
E02002807,3,1.735191057
E02002808,2,0.888416489
E02002809,7,2.392859803
E02002810,4,0.55246811
E02002811,9,1.95134164
E02002812,4,1.01511273
E02002813,12,2.18487929
E02002814,10,2.137076923
E02002815,2,2.849319314
E02002816,1,1.314003339
E02002817,10,2.300380537
E02002818,7,0.891531283
E02002819,9,0.860872608
E02002820,9,1.329580367
E02002821,7,1.115249159
E02002822,6,2.218543368
E02002823,7,1.416326351
E02002824,12,2.220142687
E02002825,7,1.307171582
E02002826,10,1.366598211
E02002827,4,0.47348987
E02002828,13,1.005915117
E02002829,8,1.795384982
E02002830,10,0.042457463
E02002831,8,0.305458631
E02002832,7,2.206335133
E02002833,13,1.759909916
E02002835,1,2.585923728
E02002836,3,1.169743735
E02002837,13,0.67692039
E02002838,12,1.292332414
E02002839,7,0.081446649
E02002843,1,0.979155035
E02002844,7,0.635626572
E02002845,13,2.151975892
E02002846,4,0.814136367
E02002847,5,2.005405675
E02002848,3,0.508578671
E02002849,8,1.452249536
E02002851,3,0.234536773
E02002852,4,1.215903783
E02002853,11,1.476333968
E02002854,5,1.392878709
E02002855,2,2.91576398
E02002856,6,2.414904842
E02002858,8,0.805868789
E02002860,10,1.590758687
E02002862,5,1.114826818
E02002865,12,1.052688665
E02002866,13,0.177134229
E02002867,3,2.440531095
E02002868,2,2.236399372
E02002869,5,0.936408446
E02002871,7,1.649846851
E02002872,9,1.335290742
E02002873,11,0.829832707
E02002874,8,1.334603656
E02002875,5,2.488190459
E02002876,9,1.285991646
E02002877,10,0.423257211
E02002878,5,1.343833579
E02002879,4,0.942460813
E02002880,4,2.691698035
E02002881,1,1.280115128
E02002882,9,0.583455287
E02002883,6,2.179719052
E02002884,8,1.521707047
E02002885,1,2.092837592
E02002886,11,1.221956309
E02002887,7,0.554263822
E02002888,1,1.079266068
E02002890,13,2.086817554
E02002891,4,0.225432298
E02002892,2,0.317224593
E02002893,12,1.314879451
E02002894,6,0.223066336
E02002895,3,0.769558532
E02002896,5,0.101342041
E02002897,1,2.620108654
E02002898,10,1.796604054
E02002901,8,2.282345482
E02002902,10,2.400945208
E02002903,11,0.095804653
E02002904,11,0.743904863
E02002908,11,0.38236932
E02002909,11,2.669567869
E02002911,10,2.208116333
E02002912,8,0.434761124
E02002913,13,1.668762713
E02002914,3,0.951190691
E02002915,6,0.742910211
E02002917,4,0.849840104
E02002918,12,0.590885939
E02002919,13,2.690659298
E02002920,7,2.556479757
E02002921,6,0.830877711
E02002922,11,2.085236033
E02002923,9,2.304843719
E02002925,6,2.063573962
E02002926,9,2.126385823
E02002927,8,2.319298269
E02002928,5,0.609404478
E02002929,7,2.119398066
E02002930,4,2.381990581
E02002931,13,2.328980977
E02002932,12,0.716588979
E02002933,10,1.691136322
E02002935,1,2.459806441
E02002936,6,0.122367684
E02002939,2,2.39359446
E02002940,5,1.327373865
E02002942,7,1.473038606
E02002943,6,1.704555582
E02002944,10,0.709799429
E02002946,8,0.0135813
E02002947,5,0.214373317
E02002949,5,2.98840244
E02002951,8,0.994328466
E02002952,5,1.949070944
E02002953,12,1.916654741
E02002954,5,1.684451238
E02002955,7,1.112015559
E02002956,4,2.654594449
E02002957,2,0.479543513
E02002958,7,1.825522188
E02002959,6,0.812426872
E02002960,3,2.842581664
E02002961,3,0.969470271
E02002962,5,1.924954324
E02002963,12,2.032040902
E02002964,4,0.470106113
E02002965,13,1.11287931
E02002967,8,1.419864451
E02002968,10,2.069692508
E02002969,8,1.812185213
E02002970,11,1.598708129
E02002972,6,0.246632861
E02002973,8,1.027816694
E02002974,12,0.993343205
E02002976,8,0.527390648
E02002977,9,1.675266682
E02002978,6,0.082969481
E02002980,1,1.541108772
E02002981,11,1.919483261
E02002983,5,1.475886829
E02002984,10,0.99451889
E02002985,2,2.768706817
E02002986,4,2.55202286
E02002987,1,2.552692305
E02002988,13,0.397834483
E02002989,5,2.342128016
E02002994,3,2.003954959
E02002997,10,0.858983778
E02002998,3,2.415973621
E02002999,6,0.608123674
E02003000,5,2.683962706
E02003005,1,2.398640375
E02003007,13,2.010998626
E02003008,8,1.099710892
E02003012,2,2.866137448
E02003013,8,2.348308484
E02003015,11,0.337881917
E02003016,9,1.725020911
E02003019,6,1.048810238
E02003020,6,2.901205287
E02003021,8,1.121469012
E02003023,2,1.203098911
E02003024,7,1.520085258
E02003026,8,0.164770738
E02003027,12,2.047648237
E02003028,3,2.299683182
E02003030,8,2.789472683
E02003032,5,2.19902113
E02003033,13,2.897864899
E02003036,5,2.287502753
E02003037,12,0.235949145
E02003039,13,2.275966529
E02003040,8,0.373064806
E02003044,10,2.121755171
E02003046,12,2.675092821
E02003050,8,1.807970456
E02003052,1,2.325509064
E02003054,8,1.541458267
E02003055,3,0.801031395
E02003056,13,1.889392748
E02003057,6,0.27318734
E02003058,5,2.211321113
E02003059,13,1.357996678
E02003060,13,2.361302409
E02003061,3,1.697837505
E02003062,7,2.932208781
E02003063,3,1.639461498
E02003065,8,0.144086309
E02003066,9,0.375936006
E02003072,13,0.266033736
E02003076,2,2.255889122
E02003077,4,2.567574288
E02003079,12,0.583147383
E02003080,2,2.585543571
E02003081,6,0.963118205
E02003082,10,1.296238002
E02003088,1,1.94086516
E02003089,7,2.614988761
E02003090,6,1.672376833
E02003091,4,2.666583398
E02003092,3,0.354780755
E02003093,12,1.697728586
E02003094,13,1.070933051
E02003097,11,0.841793459
E02003099,5,0.760779535
E02003100,3,1.865810971
E02003102,10,0.975349904
E02003104,11,1.454706701
E02003106,6,1.242931847
E02003107,4,0.855120095
E02003110,8,1.536299411
E02003111,4,0.182847695
E02003112,2,0.493377178
E02003113,5,0.60797935
E02003114,1,1.839534216
E02003115,6,1.590483553
E02003116,2,0.87148074
E02003117,13,2.1661575
E02003118,6,2.966136461
E02003119,8,2.47886342
E02003120,12,1.228666509
E02003121,12,2.331083528
E02003192,6,1.665151891
E02003196,12,1.396457679
E02003199,13,0.584847176
E02003200,1,2.787201812
E02003208,2,1.385233614
E02003211,2,1.246087921
E02003212,13,0.637236868
E02003214,9,0.718081797
E02003215,8,0.516744977
E02003216,4,1.064684371
E02003217,13,0.33496733
E02003218,1,0.49903597
E02003219,11,2.975496486
E02003220,4,0.055471207
E02003221,4,1.246220427
E02003223,13,0.815648872
E02003224,9,0.602733966
E02003225,1,0.249000571
E02003226,4,1.648057127
E02003227,10,1.955890722
E02003228,9,1.533467502
E02003229,1,0.535344155
E02003230,10,0.595127595
E02003232,2,2.181349347
E02003233,13,0.618505722
E02003234,1,2.765133909
E02003235,3,0.314454483
E02003236,2,2.434885227
E02003239,7,0.732948876
E02003241,7,2.359546103
E02003247,2,0.723810812
E02003248,8,0.417131639
E02003249,6,0.757372717
E02003251,4,1.853966521
E02003252,13,1.879796936
E02003258,9,2.057233577
E02003259,5,1.514066846
E02003260,8,0.023911602
E02003261,7,0.374857581
E02003262,12,2.545234947
E02003263,5,1.096140407
E02003264,4,0.2388431
E02003265,4,1.707763265
E02003266,4,1.871954493
E02003267,5,2.853489361
E02003268,8,0.643427194
E02003269,11,0.154740991
E02003270,4,0.463338452
E02003271,7,0.287897195
E02003272,11,2.024265182
E02003273,7,2.189875355
E02003274,13,0.627697782
E02003275,10,1.08363678
E02003276,3,1.499507584
E02003277,3,2.335244114
E02003278,13,1.784221033
E02003279,13,0.160077794
E02003280,8,2.61030424
E02003281,2,1.564462069
E02003282,12,0.163714984
E02003283,2,2.789064798
E02003284,10,1.85939039
E02003285,9,0.20022313
E02003286,3,1.707264422
E02003287,11,1.301750753
E02003288,5,0.250325614
E02003289,13,2.514956349
E02003290,10,0.339310091
E02003291,10,0.286889803
E02003292,8,1.634570668
E02003293,12,2.209501005
E02003294,2,0.638490966
E02003295,6,2.58589001
E02003296,13,2.151696817
E02003297,7,0.25155189
E02003298,3,1.553214399
E02003299,5,1.609853203
E02003300,8,1.584285181
E02003301,13,0.234530628
E02003302,1,2.80731453
E02003303,11,0.052544707
E02003304,8,0.538531989
E02003305,12,2.069901297
E02003307,4,0.141306411
E02003308,5,0.47939186
E02003309,4,2.596200716
E02003311,5,2.251355235
E02003312,10,0.793724396
E02003313,8,2.702302444
E02003314,6,0.31485411
E02003316,9,0.630673131
E02003317,9,0.464877416
E02003318,7,1.569852473
E02003319,7,2.182103571
E02003321,4,2.615550754
E02003322,5,0.342564202
E02003323,1,0.158757249
E02003324,3,1.413748843
E02003325,6,1.980903909
E02003326,3,1.163121918
E02003327,11,2.61401931
E02003328,8,0.347494146
E02003329,10,1.03382551
E02003331,11,2.69552511
E02003332,10,2.98187052
E02003333,12,0.512663277
E02003335,8,1.392206667
E02003336,9,0.434103256
E02003337,5,1.480996847
E02003338,5,2.664224168
E02003339,8,0.185463536
E02003340,8,1.056049983
E02003342,11,0.800072784
E02003344,3,0.33923115
E02003345,4,0.157775221
E02003346,12,2.452741442
E02003348,1,2.365097252
E02003349,4,2.447707159
E02003350,9,0.873539715
E02003351,12,0.396148233
E02003352,4,2.609372612
E02003353,6,1.26476378
E02003354,5,0.774238619
E02003355,9,0.247636292
E02003356,8,2.439619457
E02003357,10,0.391897519
E02003358,2,2.523724366
E02003359,8,1.884543029
E02003360,1,0.81208861
E02003361,4,0.256879269
E02003362,12,2.675070872
E02003363,7,0.784274621
E02003364,3,2.754401843
E02003365,7,1.564078015
E02003366,1,2.737979387
E02003368,4,1.469893696
E02003369,10,1.573033479
E02003370,10,1.70152389
E02003371,8,0.094585181
E02003372,4,0.692708235
E02003373,11,1.058079716
E02003374,11,2.379311818
E02003375,7,0.469560924
E02003376,3,2.043824515
E02003377,1,0.600691749
E02003378,1,0.569346766
E02003379,12,2.067808862
E02003380,7,2.328082632
E02003381,10,2.211827581
E02003382,7,0.863660283
E02003383,12,1.549601911
E02003384,6,2.454516517
E02003385,8,1.350211249
E02003386,8,2.110935095
E02003387,3,2.560403311
E02003388,6,2.686979186
E02003389,7,0.128989098
E02003390,9,2.545099758
E02003391,2,2.63178599
E02003392,12,0.878223001
E02003393,8,0.516203019
E02003394,11,1.058540718
E02003395,6,0.656186817
E02003396,5,0.245864714
E02003397,9,1.185262117
E02003398,7,2.215776838
E02003399,9,1.087972442
E02003400,8,0.727409094
E02003401,5,0.976916538
E02003402,12,0.365348465
E02003403,5,2.06095106
E02003404,4,0.986351381
E02003405,6,2.393599534
E02003406,11,2.765578246
E02003407,11,1.577104651
E02003408,1,2.940737648
E02003409,2,0.327201368
E02003410,7,1.124686974
E02003411,13,1.865491587
E02003412,13,0.422413959
E02003413,5,2.961542528
E02003414,8,2.126286803
E02003415,1,1.523235828
E02003416,8,0.935062431
E02003417,7,0.409330239
E02003418,13,1.867308629
E02003419,4,2.868722811
E02003420,3,1.264787127
E02003421,6,0.72518579
E02003422,6,2.82832685
E02003423,11,0.652150014
E02003424,12,2.102251195
E02003425,3,2.903847463
E02003426,8,0.315051496
E02003427,1,0.190698328
E02003428,4,0.316825971
E02003429,2,1.461245863
E02003430,13,0.269176162
E02003431,11,0.634879699
E02003432,7,2.645920743
E02003433,6,1.851190541
E02003434,6,2.619161989
E02003435,10,0.988437731
E02003436,11,0.188151223
E02003437,12,2.716212665
E02003438,11,0.181327763
E02003439,10,0.962289065
E02003440,3,0.678788328
E02003441,8,1.462467206
E02003443,9,0.900691425
E02003444,6,0.655303685
E02003445,6,2.838460885
E02003446,10,1.71218071
E02003447,7,0.04053883
E02003448,1,1.674929162
E02003449,1,2.210668983
E02003450,2,2.506084269
E02003451,4,2.023251251
E02003452,7,0.664200743
E02003453,12,0.640101864
E02003454,2,2.77722349
E02003455,10,1.084873995
E02003456,6,1.917289069
E02003457,4,0.00508871
E02003458,12,0.556718889
E02003459,5,1.422363624
E02003460,11,2.825233955
E02003461,1,2.624273057
E02003462,2,0.663433335
E02003463,8,1.761441966
E02003464,12,0.391426025
E02003465,9,1.326590567
E02003466,1,1.560669024
E02003467,9,0.343350129
E02003468,11,0.466675448
E02003469,1,0.656294719
E02003470,3,0.051334411
E02003471,12,0.451130986
E02003473,8,1.963311421
E02003474,13,0.03688652
E02003475,10,2.534679506
E02003476,9,2.950563317
E02003477,11,0.259751807
E02003478,12,2.820651589
E02003479,6,1.360541274
E02003480,5,2.217385058
E02003481,3,1.236212189
E02003482,11,1.373016713
E02003483,5,0.914303627
E02003484,3,2.934046191
E02003485,10,1.449473551
E02003486,10,1.484875144
E02003487,6,0.425654438
E02003488,10,1.755651991
E02003489,4,1.515857361
E02003490,7,0.574130656
E02003491,8,0.732688775
E02003492,12,0.014319637
E02003493,3,2.417915438
E02003494,1,0.028919103
E02003495,10,2.425641999
E02003496,9,2.349130603
E02003497,13,0.868972131
E02003498,3,0.31452461
E02003499,1,1.811101662
E02003502,10,0.490755686
E02003503,2,0.432725637
E02003504,3,0.689008348
E02003506,4,2.735120323
E02003507,7,2.907393975
E02003509,6,1.388053726
E02003511,10,1.834107452
E02003513,4,2.080215048
E02003514,12,1.434446404
E02003515,8,0.181024063
E02003517,6,0.742791147
E02003518,11,1.445588268
E02003519,13,0.944447306
E02003520,12,1.452975084
E02003521,13,2.854763783
E02003522,2,1.062708824
E02003523,2,1.948860472
E02003524,5,1.551185902
E02003526,6,0.691927987
E02003530,13,0.39096271
E02003531,10,2.919093002
E02003533,2,0.02042812
E02003535,12,1.366950115
E02003536,13,0.858132543
E02003537,9,0.107713624
E02003539,7,1.753505111
E02003540,7,1.32079764
E02003543,10,0.357901343
E02003545,1,0.021927251
E02003550,13,2.568697706
E02003551,4,0.856668748
E02003552,12,2.09499792
E02003554,3,2.371343988
E02003555,7,0.791804089
E02003557,13,1.073011956
E02003558,11,1.581526577
E02003559,6,2.57674962
E02003561,5,1.920930697
E02003562,3,1.178010924
E02003563,10,1.322052516
E02003564,3,2.04906216
E02003567,3,0.781998262
E02003568,2,0.277691384
E02003570,9,0.070357247
E02003571,12,2.538088235
E02003572,4,0.795508218
E02003573,8,2.269102591
E02003574,6,0.302034851
E02003575,12,0.677132691
E02003576,2,2.969700276
E02003579,2,0.246012254
E02003583,2,2.844124415
E02003592,2,1.062701184
E02003596,8,2.602010796
E02003599,6,1.462899432
E02003600,2,1.298267467
E02003601,1,1.732461018
E02003602,5,2.685489564
E02003603,13,0.248398494
E02003604,12,0.265872168
E02003605,2,1.748053444
E02003606,7,1.588965832
E02003607,4,2.534713404
E02003608,8,0.422448989
E02003609,12,0.244045123
E02003610,5,0.785439627
E02003611,7,0.508899464
E02003612,11,1.072575434
E02003613,1,2.563364498
E02003614,3,2.843897029
E02003615,13,0.366270585
E02003616,6,1.467855642
E02003617,3,1.86425594
E02003618,3,1.772419597
E02003619,11,1.22072427
E02003620,7,2.195099314
E02003621,3,2.551620846
E02003623,10,2.662434926
E02003624,10,1.458056322
E02003625,12,2.397771531
E02003626,7,2.109981996
E02003627,8,0.107667145
E02003628,10,0.199278641
E02003629,8,1.505313445
E02003631,10,1.521378328
E02003632,8,2.428110468
E02003633,8,0.567339794
E02003634,1,2.257694047
E02003635,7,0.346120758
E02003636,3,0.515844889
E02003637,2,2.097974062
E02003638,11,0.009571313
E02003639,9,0.220701608
E02003640,4,2.796420381
E02003641,3,1.90292327
E02003642,8,2.91348664
E02003643,9,1.590172157
E02003644,7,1.79234468
E02003645,11,0.316059035
E02003646,12,2.202083517
E02003647,5,2.209063162
E02003648,12,0.433056906
E02003650,4,1.305960312
E02003651,3,1.758469473
E02003652,9,2.466213146
E02003655,3,1.349759013
E02003656,1,1.336821043
E02003657,9,1.667104086
E02003658,6,1.450476695
E02003659,3,0.262000478
E02003660,7,2.239148429
E02003662,13,2.419478607
E02003663,11,1.290128855
E02003664,12,1.790486514
E02003666,9,1.618925309
E02003667,10,1.971226582
E02003668,8,2.166594054
E02003669,8,2.912080384
E02003670,8,0.657277428
E02003671,12,1.935795443
E02003672,6,0.633494962
E02003673,12,0.126148497
E02003674,12,1.378070622
E02003675,2,1.006325259
E02003676,13,0.558291686
E02003677,10,2.245182549
E02003678,10,1.613075791
E02003679,2,0.920898006
E02003680,11,2.301010226
E02003681,10,2.737948439
E02003682,2,2.606835296
E02003683,4,0.16297278
E02003685,2,0.895075072
E02003686,5,2.925292603
E02003687,9,0.399249533
E02003688,1,0.848825307
E02003689,10,2.101024353
E02003690,1,1.888290441
E02003691,8,1.87345229
E02003692,4,2.257002916
E02003693,8,1.992198338
E02003694,7,1.255188803
E02003695,11,0.469063534
E02003696,1,2.218717669
E02003697,7,2.947302602
E02003699,11,1.70456217
E02003701,5,2.409338543
E02003702,10,2.875501491
E02003703,12,0.680068643
E02003705,11,1.760258744
E02003706,4,2.00719831
E02003707,5,0.777680082
E02003708,2,2.704757344
E02003709,5,1.374105816
E02003710,5,2.030035108
E02003711,4,0.311319122
E02003712,9,1.118415073
E02003713,3,2.695149052
E02003714,3,2.750016869
E02003715,5,0.595870191
E02003717,8,0.994546345
E02003718,2,2.703931423
E02003719,12,2.037872593
E02003720,5,1.011743872
E02003721,6,1.302287604
E02003722,10,2.138510886
E02003726,6,1.397202267
E02003727,10,2.408580894
E02003728,7,1.98260466
E02003729,6,1.559018368
E02003730,7,0.122921485
E02003732,5,1.054449247
E02003733,7,0.051979204
E02003737,11,0.91457181
E02003739,11,0.777563963
E02003740,5,0.292305295
E02003742,1,0.511835425
E02003746,10,0.532992148
E02003747,11,2.916879918
E02003748,9,0.522492893
E02003749,2,1.162115561
E02003750,6,1.714156235
E02003751,13,1.795686
E02003754,9,2.93557839
E02003755,8,2.775772994
E02003757,2,2.12616634
E02003758,4,2.852512961
E02003759,13,1.744321438
E02003760,12,1.991862738
E02003761,7,2.99489129
E02003762,1,2.784515358
E02003764,12,2.807454363
E02003765,11,0.741813067
E02003768,5,2.629165998
E02003769,11,1.193448988
E02003770,1,2.557331038
E02003771,9,0.932700108
E02003773,7,0.528130032
E02003774,13,0.835260355
E02003777,2,0.097752214
E02003778,3,2.360477305
E02003780,13,0.041275339
E02003783,5,2.63009653
E02003784,12,1.989783634
E02003785,4,2.398354346
E02003786,9,2.637286416
E02003787,4,2.756962908
E02003788,5,1.732795461
E02003789,5,1.084271724
E02003790,3,1.883247062
E02003791,12,2.853109482
E02003792,1,2.924651916
E02003793,11,0.547768621
E02003794,1,1.111627922
E02003795,4,0.244633939
E02003796,12,2.066341907
E02003797,9,1.331919639
E02003798,4,0.203139724
E02003799,12,0.873467592
E02003800,2,1.006963696
E02003801,1,1.37677772
E02003802,8,2.74297014
E02003803,5,2.638272948
E02003804,13,1.21978721
E02003805,1,2.506442008
E02003806,5,1.412130825
E02003807,12,2.144749499
E02003808,7,0.547278782
E02003809,8,2.110165479
E02003810,3,1.239310568
E02003811,1,0.468777354
E02003812,12,2.617561074
E02003813,3,1.341406743
E02003814,7,2.189977215
E02003815,2,1.436127735
E02003816,7,0.675246322
E02003817,6,1.683613437
E02003818,2,1.155050029
E02003819,5,1.309079863
E02003820,11,0.085285592
E02003821,3,2.532918763
E02003822,5,2.206829316
E02003823,3,1.40799511
E02003824,3,2.682913473
E02003825,11,0.545678305
E02003826,8,0.93008578
E02003827,8,2.55156022
E02003828,4,1.661493842
E02003829,7,1.272585099
E02003830,12,0.374337017
E02003831,5,2.355589326
E02003832,1,0.222268412
E02003833,12,1.970929953
E02003834,11,1.993909664
E02003835,9,2.747765641
E02003836,6,2.810176727
E02003837,1,1.012338321
E02003838,10,1.32161737
E02003839,7,1.101397669
E02003840,8,0.958037333
E02003841,2,1.089719587
E02003842,2,0.469581088
E02003843,1,2.858457568
E02003844,9,0.991670609
E02003845,10,0.14553472
E02003846,6,0.605804479
E02003847,10,0.629124098
E02003848,8,0.99884777
E02003849,5,0.61881707
E02003850,6,2.851177464
E02003851,7,2.249615411
E02003852,8,2.982366175
E02003853,13,2.952297341
E02003854,10,0.672999483
E02003855,10,1.850829097
E02003856,3,0.816218537
E02003857,2,2.487320381
E02003858,12,1.405248148
E02003859,5,0.594910958
E02003861,5,2.668149694
E02003862,11,2.226518904
E02003863,8,2.982117026
E02003864,8,2.887909938
E02003865,1,0.512900946
E02003866,5,1.540929837
E02003867,8,1.995699774
E02003868,5,1.655473917
E02003869,11,1.173142539
E02003870,4,2.031480951
E02003871,7,0.997362454
E02003872,6,0.427358354
E02003873,13,2.230273109
E02003874,8,0.883988598
E02003875,4,0.789392142
E02003876,5,2.082245304
E02003877,10,1.767906215
E02003878,11,1.299376129
E02003879,5,2.997127298
E02003880,7,1.719150204
E02003881,4,2.963445746
E02003882,1,0.951064089
E02003883,12,2.323660989
E02003884,10,1.525225065
E02003885,12,0.202259078
E02003886,2,0.600233107
E02003887,2,2.491726835
E02003888,2,0.784211414
E02003889,8,2.408366399
E02003965,1,2.044458263
E02003966,10,1.342335926
E02003967,12,2.084428931
E02003968,2,1.033576898
E02003969,13,1.595846323
E02003970,13,1.019169759
E02003971,9,1.832277439
E02003972,9,1.503569432
E02003973,13,1.166567928
E02003974,5,1.366837055
E02003975,11,2.659945437
E02003976,9,2.900684015
E02003977,5,0.671582014
E02003978,4,1.662013446
E02003979,3,0.918009827
E02003980,7,0.425678595
E02003981,7,2.712770107
E02003982,6,0.930045175
E02003983,7,0.04843076
E02003984,10,1.206833434
E02003985,12,0.849514842
E02003986,7,0.325788954
E02003987,12,2.082779574
E02003988,8,1.698208079
E02003989,3,0.949591459
E02003990,2,1.739549981
E02003991,11,2.102114189
E02003992,8,2.926918586
E02003993,9,2.35835757
E02003994,5,1.856183902
E02003995,13,0.270295718
E02003996,12,2.553965653
E02003997,7,0.567872053
E02003998,7,0.385709417
E02003999,13,0.392739896
E02004000,3,2.928768967
E02004001,11,2.946957156
E02004002,7,2.961320442
E02004003,3,1.323874819
E02004004,1,0.823764858
E02004005,8,1.233506527
E02004006,2,0.841964579
E02004007,9,0.934977059
E02004008,4,1.647201484
E02004009,5,1.492787907
E02004010,3,1.73602441
E02004011,11,0.234563021
E02004012,13,2.278197242
E02004013,7,1.950830504
E02004014,6,2.731473531
E02004015,11,1.144107769
E02004016,11,1.880493191
E02004017,7,1.981921585
E02004018,13,2.726293886
E02004019,7,0.237928107
E02004020,1,2.517265753
E02004021,13,2.351137377
E02004022,12,2.999067475
E02004023,13,0.233158035
E02004024,3,1.507395913
E02004025,5,0.716031081
E02004026,2,2.769887578
E02004027,12,0.358862187
E02004028,9,1.430949028
E02004029,4,1.004762986
E02004030,12,2.051682712
E02004031,4,1.442668059
E02004032,12,0.194798766
E02004033,2,1.098946972
E02004034,1,2.940361059
E02004035,1,0.072019789
E02004036,6,1.716929569
E02004037,1,0.43549264
E02004038,12,1.777296165
E02004039,1,0.609699839
E02004040,1,1.862667725
E02004041,4,1.546608826
E02004043,5,1.694148934
E02004044,9,0.12982324
E02004045,8,2.506882423
E02004046,1,2.747880059
E02004047,10,0.467742675
E02004048,3,2.742887585
E02004049,1,1.489456174
E02004050,6,1.175797902
E02004051,2,0.010916862
E02004052,5,0.723600096
E02004053,11,0.002461937
E02004054,9,1.278317675
E02004055,5,1.323735068
E02004056,3,2.864335792
E02004057,13,0.861019392
E02004058,7,1.109792814
E02004059,8,2.027330419
E02004060,1,2.821540622
E02004061,11,1.063124615
E02004062,2,2.816202435
E02004063,5,0.967861924
E02004064,2,1.9577645
E02004065,2,1.485328213
E02004066,5,0.42087354
E02004067,4,1.907374415
E02004068,12,2.267473101
E02004069,7,1.269616611
E02004070,12,1.930767825
E02004071,5,1.61284537
E02004072,2,0.929947235
E02004073,11,2.028875264
E02004074,5,0.33472174
E02004075,13,1.306364735
E02004076,12,1.050584124
E02004077,9,2.951811823
E02004078,7,1.586105884
E02004080,9,0.386169812
E02004081,9,0.678986829
E02004082,5,2.016888309
E02004083,8,0.996833489
E02004084,13,1.525872752
E02004085,4,2.428740076
E02004086,11,0.821654278
E02004087,5,1.722135526
E02004088,5,1.902019131
E02004089,10,0.80922806
E02004090,6,0.835811259
E02004091,11,1.051681772
E02004092,12,0.882385599
E02004093,6,1.02218702
E02004094,3,1.097314789
E02004095,5,1.189064417
E02004096,9,1.071226351
E02004098,6,2.313323998
E02004100,8,1.159833193
E02004102,1,1.291771758
E02004103,12,0.655784832
E02004104,7,1.538157027
E02004105,9,0.234010245
E02004106,12,0.882459789
E02004108,12,1.365077959
E02004109,6,2.804763965
E02004110,2,1.531556857
E02004112,2,1.104507068
E02004113,12,1.172912727
E02004114,10,1.360677603
E02004115,1,1.806127093
E02004116,10,1.6690845
E02004117,9,0.431226728
E02004118,11,1.472691899
E02004119,13,2.702614468
E02004120,1,1.590686305
E02004121,13,2.005112899
E02004122,7,0.205189244
E02004123,2,2.8668356
E02004124,11,2.545528191
E02004125,1,1.744943094
E02004126,2,1.46217817
E02004128,9,1.222720305
E02004166,9,2.46676992
E02004240,9,2.482249611
E02004242,2,0.950410112
E02004244,8,0.094797059
E02004245,5,1.510815428
E02004246,3,2.705606074
E02004249,7,0.9057574
E02004250,2,2.623623132
E02004253,7,2.651842408
E02004255,8,2.121448339
E02004257,9,2.751976664
E02004258,2,0.391170999
E02004259,5,1.319498902
E02004261,4,0.965481177
E02004263,3,0.141466438
E02004269,6,0.314499152
E02004272,4,2.520866462
E02004274,7,0.684668238
E02004275,6,2.400919928
E02004277,5,1.02511705
E02004284,6,2.243116502
E02004290,9,0.682080793
E02004291,13,2.614430761
E02004292,6,0.557026898
E02004293,9,1.396795535
E02004294,4,0.008663438
E02004295,9,1.600955907
E02004296,13,2.96138854
E02004297,4,0.627445089
E02004298,8,1.224401566
E02004299,12,2.345862317
E02004300,6,0.102307256
E02004301,2,0.879722151
E02004302,12,2.018171775
E02004303,7,0.416816803
E02004304,13,1.689977546
E02004305,5,2.870495575
E02004306,2,2.003405621
E02004307,4,0.442874549
E02004308,12,2.069234856
E02004309,3,2.493539876
E02004310,4,1.074784423
E02004311,2,2.333346989
E02004312,1,0.488429169
E02004314,9,1.733027953
E02004315,5,2.613983996
E02004316,5,2.318494924
E02004317,5,2.117374873
E02004318,3,2.456307446
E02004319,12,0.52727769
E02004320,7,2.464934068
E02004321,8,1.620171749
E02004322,6,1.850927464
E02004323,5,0.886731152
