AREACD,AREANM,Method,% workforce taking bus and rail,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L),"Agriculture, electricity, water, mining (A,B,D,E)"
E09000026,Redbridge,Bus,27.12654099,2.209965623,2.204928664,0.394142017,1.182426051,0.270736529,0.807172629,0.817246547,0.600657323,0.166219637,0.49739967,0.270736529,0.347550149,0.277032728,0.30599524,0.313550678,0.095702215,0.133479405,0.041554909
E09000027,Richmond upon Thames,Bus,28.06061143,2.098379732,1.41915736,0.719697449,0.885392292,0.337713917,1.162393595,0.796853063,0.413604685,0.394631993,0.22893715,0.236526227,0.376924147,0.579299528,0.404750762,0.204905073,0.192256612,0.18972692,0.054388385
E09000028,Southwark,Bus,63.51530352,1.398977232,2.085165521,1.09225541,1.409834642,0.438639349,1.223087196,1.535780593,0.850678045,0.576528452,0.469040096,0.203576431,0.680216714,0.510841124,0.446782407,0.242120235,0.179147259,0.222576898,0.062430105
E09000029,Sutton,Bus,21.28308733,2.443583189,2.418845002,0.372447156,0.678925813,0.247381875,0.75863775,0.907066876,0.573101344,0.170418625,0.292735219,0.250130563,0.438415657,0.211648938,0.244633188,0.2858635,0.05497375,0.097578406,0.061845469
E09000030,Tower Hamlets,Bus,68.14079576,0.655624862,0.863827184,0.637354046,0.682818635,1.273858286,0.621632646,0.579567279,0.320376634,0.363291806,0.172510495,0.138093377,0.212876251,0.175059911,0.160188317,0.121097269,0.087954858,0.135119058,0.033142411
E09000031,Waltham Forest,Bus,34.22903947,2.055224743,2.550187181,0.307781212,1.371824829,0.184668727,0.912037386,1.347956082,0.521343685,0.097987488,0.597974925,0.502499937,0.585412427,0.286424964,0.356774956,0.437174945,0.094218738,0.187181227,0.086681239
E09000032,Wandsworth,Bus,41.92194217,2.278513024,3.492371238,0.714827615,1.523223468,0.296720897,1.356317963,1.039366096,0.60608615,0.271432184,0.496501728,0.227598415,0.865716935,0.403776448,0.614515721,0.314422996,0.10452668,0.215797016,0.057321083
E09000033,Westminster,Bus,77.48234923,1.70501155,0.785146235,1.059218046,0.620909088,0.707918736,1.352339307,0.742242069,1.000181914,0.619879388,0.202164429,0.15170913,0.252448112,0.438995425,0.526005073,0.190666113,0.600143472,0.273556961,0.060237449
E06000036,Bracknell Forest UA,Bus,5.662881333,0.539242037,0.194866281,0.099113022,0.11591184,0.04871657,0.1931864,0.171347937,0.072234915,0.314137885,0.02855799,0.072234915,0.080634323,0.045356807,0.050396452,0.033597635,0.040317162,0.011759172,0.005039645
E06000043,Brighton and Hove UA,Bus,21.23188888,2.951030642,2.660365218,0.70114713,1.501401555,1.18411029,1.14195271,0.829099085,0.729252184,0.405304459,0.295842671,0.26034155,0.427492659,0.504411754,0.466691813,0.23371571,0.250726664,0.20265223,0.162713469
E06000046,Isle of Wight UA,Bus,5.161708994,1.080398485,0.813806651,0.106987512,0.240283429,0.054370703,0.534937561,0.142065385,0.238529536,0.056124597,0.135049811,0.208713344,0.122772555,0.16837379,0.14908096,0.085940789,0.192928301,0.045601235,0.031570085
E06000035,Medway UA,Bus,7.385428966,0.958753419,0.595436334,0.105967483,0.325976162,0.1786309,0.290653668,0.281570741,0.237165319,0.043396207,0.107985911,0.181658542,0.147345262,0.099912198,0.108995125,0.107985911,0.043396207,0.038350137,0.045414635
E06000042,Milton Keynes UA,Bus,7.049534275,1.489903533,0.598591062,0.171619172,0.28303323,0.271961026,0.425587865,0.387527162,0.125254315,0.204143773,0.083733547,0.210371888,0.222828118,0.133558468,0.097573803,0.224904156,0.062281151,0.033908627,0.013840256
E06000044,Portsmouth UA,Bus,10.07297012,1.266513812,1.529461004,0.141027041,0.522254977,0.178330968,0.493139717,0.507697347,0.777013502,0.1210103,0.159224078,0.524074681,0.19379845,0.187429486,0.148305856,0.109182225,0.114641336,0.041853186,0.054591113
E06000038,Reading UA,Bus,19.62326548,2.699260385,1.435657945,0.831229191,0.615601189,0.802180859,0.700511698,0.573145934,0.858043036,0.577614908,0.154179608,0.195517619,0.316179921,0.165352043,0.264786718,0.214510759,0.134069224,0.079324291,0.188814158
E06000039,Slough UA,Bus,10.59916445,0.763470856,0.652687497,0.154829754,0.205549846,0.098770705,0.48584509,0.617984277,0.110783358,0.28830368,0.137478144,0.445802912,0.81018673,0.057393788,0.096101227,0.209554064,0.141482361,0.021355828,0.049385352
E06000045,Southampton UA,Bus,12.04977715,2.205551388,1.391818543,0.4209876,0.744009532,0.656634747,0.631922687,0.507479811,0.500419222,0.103261109,0.184457879,0.233882,0.338025683,0.212700234,0.22152597,0.172101849,0.122677728,0.094435374,0.116499713
E06000037,West Berkshire UA,Bus,5.287224921,0.459559874,0.249214061,0.083452415,0.154329809,0.040011432,0.208059446,0.163475279,0.120034296,0.719062589,0.038868248,0.136038868,0.050300086,0.048013718,0.050300086,0.073163761,0.048013718,0.01829094,0.044584167
E06000040,Windsor and Maidenhead UA,Bus,7.688092069,0.437119967,0.275320337,0.069156293,0.096557843,0.049583757,0.182677001,0.148751272,0.075680472,0.099167515,0.06393695,0.088728829,0.075680472,0.113520708,0.090033665,0.06393695,0.049583757,0.011743521,0.033925729
E06000041,Wokingham UA,Bus,7.266236757,0.472132658,0.308037771,0.286446338,0.225990327,0.128109166,0.285006909,0.253339475,0.084926301,0.380009212,0.087805159,0.156897743,0.063334869,0.044622294,0.060456012,0.090684017,0.027349148,0.014394288,0.079168586
E07000223,Adur,Bus,7.90437891,0.933869526,0.643431635,0.111706881,0.169794459,0.18766756,0.330652368,0.205540661,0.129579982,0.040214477,0.169794459,0.420017873,0.111706881,0.080428954,0.160857909,0.169794459,0.013404826,0.017873101,0.075960678
E07000224,Arun,Bus,4.493725703,0.543839507,0.451185369,0.046327069,0.082583036,0.062440832,0.167180293,0.134952767,0.056398171,0.024170645,0.040284408,0.130924326,0.058412391,0.070497714,0.068483493,0.054383951,0.092654138,0.010071102,0.070497714
E07000105,Ashford,Bus,5.508089438,0.792583167,0.538083985,0.114524632,0.12543174,0.069078349,0.267224141,0.16724232,0.081803308,0.030903472,0.059989093,0.079985457,0.070896201,0.067260498,0.136338847,0.074531903,0.023632067,0.009089256,0.018178513
E07000004,Aylesbury Vale,Bus,4.406198483,0.600065941,0.606660073,0.121332015,0.253214639,0.097593142,0.225519288,0.212331025,0.266402901,0.069897791,0.05275305,0.127926146,0.071216617,0.083086053,0.09099901,0.120013188,0.03165183,0.011869436,0.023738872
E07000084,Basingstoke and Deane,Bus,7.368124648,1.330486202,0.570208372,0.114980289,0.158391215,0.198282335,0.332034916,0.263985358,0.079782241,0.317955697,0.065703022,0.271024967,0.104420875,0.099727802,0.152524874,0.172470434,0.055143608,0.031678243,0.075089168
E07000106,Canterbury,Bus,8.880584794,1.459006387,0.915600947,0.144411857,0.937932677,0.108681088,0.582113773,0.217362176,0.193541664,0.093793268,0.099748396,0.139945511,0.129524036,0.1325016,0.20545192,0.119102562,0.08783814,0.046152243,0.038708332
E07000177,Cherwell,Bus,4.254347104,0.836194484,0.328109425,0.103832097,0.278270019,0.048454978,0.228430612,0.188282202,0.184128918,0.191051058,0.081681249,0.163362499,0.080296821,0.066452542,0.087218961,0.084450105,0.024919703,0.009690996,0.012459852
E07000225,Chichester,Bus,6.284161842,0.730942139,0.399430771,0.088942074,0.179501278,0.066302274,0.287848896,0.145541576,0.148775834,0.069536531,0.045279602,0.179501278,0.095410589,0.061450888,0.079239302,0.072770788,0.051748116,0.014554158,0.042045345
E07000005,Chiltern,Bus,5.420425033,0.329526097,0.474740987,0.142422296,0.134044514,0.022340752,0.195481583,0.106118574,0.030718534,0.050266693,0.044681505,0.111703762,0.02792594,0.047474099,0.064229663,0.041888911,0.016755564,0.01396297,0.008377782
E07000226,Crawley,Bus,15.483231,1.597167288,0.414359438,0.136864178,0.145653621,0.241081855,1.216709986,0.877688628,0.364134052,0.107984581,0.115518389,0.301352319,1.555731344,0.090405696,0.119285293,0.175788852,0.385479841,0.026368328,0.076593715
E07000107,Dartford,Bus,13.68835076,3.344148194,1.15277954,0.126878251,0.164941727,0.143191169,0.995087999,0.567327038,0.087002229,0.085189683,0.257381595,0.239256131,0.315383082,0.126878251,0.119628066,0.203005202,0.067064219,0.054376393,0.068876764
E07000108,Dover,Bus,5.633835139,0.642555535,0.57600514,0.282265467,0.247842849,0.0390123,0.321277768,0.197356343,0.135395631,0.036717459,0.084909124,0.213420231,0.341931338,0.078024601,0.091793648,0.043601983,0.07572976,0.029832936,0.032127777
E07000085,East Hampshire,Bus,3.921850309,0.303733043,0.201120529,0.032836005,0.100560264,0.012313502,0.119030517,0.359143801,0.038992756,0.012313502,0.036940505,0.502801322,0.162127773,0.030783754,0.102612515,0.06772426,0.022574753,0.012313502,0.055410758
E07000061,Eastbourne,Bus,9.842296988,1.653958413,1.314568862,0.190058149,0.391429283,0.149331403,0.493246148,0.230784895,0.158381791,0.072403104,0.097291671,0.110867253,0.133493224,0.108604656,0.205896328,0.156119194,0.183270358,0.033938955,0.029413761
E07000086,Eastleigh,Bus,4.832483217,0.672857785,0.310072712,0.099223268,0.122478721,0.213950171,0.203097626,0.1829429,0.046510907,0.099223268,0.071316724,0.20464799,0.128680176,0.041859816,0.079068541,0.119377994,0.037208725,0.017053999,0.015503636
E07000207,Elmbridge,Bus,8.719662329,0.460780865,0.434400281,0.153007387,0.181146676,0.040450229,0.219838199,0.202251143,0.045726345,0.063313401,0.07562434,0.124868097,0.05979599,0.070348224,0.089693985,0.070348224,0.033415406,0.014069645,0.008793528
E07000208,Epsom and Ewell,Bus,14.03191909,1.293839485,1.073821095,0.288979377,0.233153816,0.223302246,0.453172205,0.147773545,0.108367267,0.049257848,0.09523184,0.049257848,0.098515697,0.151057402,0.157625115,0.121502693,0.013135426,0.045973992,0.01970314
E07000087,Fareham,Bus,4.971643507,0.836078034,0.397575569,0.095496092,0.138371889,0.081853794,0.228021282,0.198787784,0.233867982,0.050671396,0.062364795,0.190992185,0.185145485,0.058466995,0.099393892,0.083802693,0.033131297,0.017540099,0.023386799
E07000088,Gosport,Bus,4.141127224,0.80355808,0.590521752,0.059799671,0.190611452,0.056062192,0.250411123,0.175661534,0.313948273,0.037374794,0.130811781,0.276573479,0.183136493,0.115861863,0.149499177,0.059799671,0.014949918,0.007474959,0.085962027
E07000109,Gravesham,Bus,8.420268256,1.307128664,0.667536016,0.152136115,0.32911078,0.105563835,0.428464978,0.44709389,0.142821659,0.027943368,0.142821659,0.204918033,0.245280676,0.083830104,0.127297566,0.130402385,0.04657228,0.055886736,0.111773473
E07000209,Guildford,Bus,10.30641737,0.964268358,0.48341305,0.158579942,0.460393381,0.098473029,0.346573906,0.150906719,0.158579942,0.135560273,0.047318209,0.069059007,0.089520935,0.085684324,0.111261735,0.074174489,0.042202727,0.023019669,0.014067576
E07000089,Hart,Bus,4.475760433,0.228253858,0.13149407,0.027291222,0.062025505,0.024810202,0.218329777,0.163747333,0.109164889,0.066987545,0.012405101,0.062025505,0.044658364,0.014886121,0.037215303,0.024810202,0.163747333,0.012405101,0.00496204
E07000062,Hastings,Bus,8.867619304,1.232138043,1.434348881,0.126718792,0.361283365,0.153680237,0.38824481,0.22108385,0.603936371,0.032353734,0.097061202,0.296575896,0.115934214,0.134807226,0.145591804,0.115934214,0.124022648,0.051226746,0.032353735
E07000090,Havant,Bus,6.244274484,1.116342487,0.536866998,0.059651889,0.283346471,0.070304012,0.223694582,0.304650717,0.117173353,0.068173587,0.140608023,0.451650014,0.097999531,0.100129956,0.117173352,0.080956135,0.100129956,0.046869341,0.227955431
E07000227,Horsham,Bus,4.561242661,0.509547402,0.375548777,0.045841635,0.08815699,0.112840947,0.188655959,0.104025248,0.044078495,0.042315355,0.054657334,0.121656646,0.054657334,0.051131054,0.084630711,0.054657334,0.029973377,0.024683957,0.015868259
E07000063,Lewes,Bus,9.425014819,0.785417902,0.819996048,0.261805967,0.412467892,0.081505631,0.377889745,0.222288085,0.405058289,0.11361391,0.192649674,0.358130804,0.15560166,0.202529144,0.101264572,0.11361391,0.059276823,0.079035764,0.046927485
E07000110,Maidstone,Bus,6.884053281,1.148205201,0.643357368,0.170871574,0.174755019,0.138509534,0.313264553,0.293847329,0.493197499,0.042717894,0.09579164,0.121681273,0.119092309,0.086730269,0.1268592,0.106147493,0.058251673,0.024595151,0.060840636
E07000228,Mid Sussex,Bus,6.843411258,0.388533368,0.486482957,0.050607287,0.096317095,0.081624657,0.151821862,0.071829698,0.022854904,0.032649863,0.055504767,0.084889643,0.052239781,0.029384877,0.244873971,0.081624657,0.048974794,0.014692438,0.013059945
E07000210,Mole Valley,Bus,8.842069275,0.32906686,0.250005342,0.151712643,0.072651125,0.12607107,0.149575846,0.111113485,0.032051967,0.05769354,0.064103934,0.079061518,0.061967136,0.01923118,0.044872754,0.074787923,0.076924721,0.01923118,0.051283147
E07000091,New Forest,Bus,2.974006918,0.529294623,0.234514202,0.049785138,0.09826014,0.058956084,0.199140551,0.089089194,0.052405408,0.022272299,0.107431087,0.083848653,0.066816896,0.048475003,0.044544597,0.041924327,0.051095273,0.019652028,0.011791217
E07000178,Oxford,Bus,18.93767436,2.632815703,2.305838591,1.066925315,4.09671323,0.312978092,1.355905087,0.654954153,0.825942184,0.814942954,0.198986071,0.184987051,0.205985581,0.483966122,0.356975012,0.179987401,0.266981311,0.08299419,0.06799524
E07000211,Reigate and Banstead,Bus,11.14919296,0.575621759,1.083867944,0.1508627,0.1508627,0.325160383,0.241673258,0.347130679,0.166974251,0.071769634,0.09373993,0.165509564,0.145003955,0.048334652,0.096669303,0.065910888,0.032223101,0.029293728,0.038081847
E07000064,Rother,Bus,5.211826601,0.363043411,0.452265945,0.03384303,0.181521706,0.098452451,0.218441375,0.055379503,0.027689752,0.003076639,0.046149586,0.064609421,0.030766391,0.052302864,0.10152909,0.061532782,0.104605729,0.024613113,0.015383195
E07000212,Runnymede,Bus,9.130443456,0.37702727,0.644337609,0.12767061,0.12168605,0.105727224,0.211454448,0.165572822,0.043886772,0.183526502,0.049871332,0.079794131,0.157593409,0.175547089,0.039897066,0.059845598,0.029922799,0.021943386,0.099742664
E07000092,Rushmoor,Bus,6.627528505,0.63299986,0.287545678,0.129794924,0.125801234,0.093851714,0.275564608,0.407356377,0.167734979,0.151760219,0.057908505,0.173725514,0.067892729,0.081870644,0.081870644,0.061902195,0.081870644,0.01597476,0.005990535
E07000111,Sevenoaks,Bus,6.4109402,0.345614746,0.24961065,0.070403004,0.078936701,0.044801912,0.134405735,0.221876133,0.057602458,0.032001365,0.076803277,0.15147313,0.08320355,0.04906876,0.04906876,0.059735882,0.006400273,0.023467668,0.017067395
E07000112,Shepway,Bus,6.710490891,1.137485417,0.852553172,0.087498878,0.233330342,0.542941757,0.325316342,0.500314099,0.163779952,0.024679171,0.107690927,0.172754195,0.148075025,0.080768195,0.139100781,0.098716683,0.125639415,0.02243561,0.163779952
E07000006,South Bucks,Bus,7.493362766,0.501148465,0.510097545,0.167049488,0.164066462,0.053694478,0.522029651,0.184947648,0.044745399,0.101422904,0.077558691,0.131253169,0.170032515,0.029830266,0.071592638,0.089490797,0.092473824,0.017898159,0.011932107
E07000179,South Oxfordshire,Bus,4.31523013,0.499269557,0.231173043,0.219935464,0.28254483,0.086689891,0.325889775,0.149299257,0.085084523,0.070636207,0.057793261,0.110770416,0.057793261,0.054582524,0.072241576,0.069030839,0.065820102,0.014448315,0.035318105
E07000213,Spelthorne,Bus,12.10036815,1.511335013,0.811373765,0.191338888,0.222825034,0.087192405,0.634566944,0.360879674,0.208292966,0.288219337,0.179228832,0.225247045,0.392365821,0.135632629,0.138054641,0.220403023,0.07750436,0.03875218,0.11867855
E07000214,Surrey Heath,Bus,6.114465323,0.694208896,0.832146168,0.07009927,0.074621803,0.115324605,0.289442145,0.312054813,0.104018271,0.045225335,0.079144337,0.15376614,0.033919001,0.061054203,0.081405604,0.079144337,0.058792936,0.020351401,0.027135201
E07000113,Swale,Bus,4.50561542,0.284565184,0.180224617,0.018971012,0.091060859,0.036044923,0.053118834,0.104340568,0.04553043,0.017073911,0.066398543,0.055015936,0.043633328,0.028456518,0.020868114,0.028456518,0.007588405,0.013279709,0.020868113
E07000215,Tandridge,Bus,8.779334291,0.79322318,0.571719349,0.101772031,0.215517241,0.089798851,0.227490421,0.185584291,0.227490421,0.02993295,0.134698276,0.056872605,0.101772031,0.062859195,0.068845785,0.050886015,0.083812261,0.008979885,0.02394636
E07000093,Test Valley,Bus,3.470390484,0.54995259,0.355141798,0.117231273,0.118955262,0.139643134,0.231014568,0.153435049,0.077579519,0.055167658,0.029307818,0.158607017,0.063787605,0.043099733,0.056891647,0.089647444,0.056891647,0.006895957,0.025859839
E07000114,Thanet,Bus,8.264048465,1.64194694,1.316064341,0.125339461,0.478378943,0.223522039,0.626697305,0.28828076,0.181742219,0.071025695,0.179653227,0.275746814,0.104449551,0.261123877,0.188009192,0.110716524,0.066847713,0.029245874,0.056402757
E07000115,Tonbridge and Malling,Bus,5.52367407,0.410141069,0.287760266,0.04299866,0.128995981,0.095920089,0.122380803,0.13561116,0.069459375,0.038037277,0.056229017,0.099227678,0.077728348,0.028114509,0.092612499,0.06780558,0.023153125,0.023153125,0.033075892
E07000116,Tunbridge Wells,Bus,7.009404841,0.826759572,0.583064065,0.090257595,0.111919418,0.240085203,0.247305811,0.135386393,0.070400924,0.057764861,0.03790819,0.084842139,0.046933949,0.050544253,0.128165785,0.046933949,0.027077279,0.014441215,0.045128798
E07000180,Vale of White Horse,Bus,4.986520761,0.491314266,0.370080875,0.512051556,0.37646158,0.081353986,0.346153233,0.207372904,0.132399624,0.317440061,0.078163633,0.148351385,0.084544338,0.059021519,0.084544338,0.185040438,0.044664933,0.025522819,0.027117995
E07000216,Waverley,Bus,5.368962051,0.451364524,0.309127804,0.064480646,0.202924387,0.04741224,0.159305126,0.125168313,0.026550854,0.053101709,0.039826282,0.072066605,0.036033302,0.039826282,0.083445543,0.062584157,0.015171917,0.013275427,0.00189649
E07000065,Wealden,Bus,3.489861259,0.369975098,0.371753824,0.046246887,0.113838492,0.044468161,0.190323728,0.072927784,0.046246887,0.021344717,0.055140519,0.096051227,0.026680896,0.040910708,0.072927783,0.056919246,0.033795802,0.007114906,0.016008537
E07000181,West Oxfordshire,Bus,2.873575023,0.595666016,0.297833008,0.092430934,0.215672178,0.045188456,0.244428469,0.139673411,0.092430934,0.080106809,0.043134436,0.117079182,0.071890726,0.061620622,0.08216083,0.078052788,0.041080415,0.02875629,0.014378145
E07000094,Winchester,Bus,7.163512093,0.690063091,0.557308097,0.202418507,0.224763407,0.411409043,0.252365931,0.161671924,0.319400631,0.165615142,0.039432177,0.0893796,0.097266036,0.059148265,0.099894848,0.046004206,0.047318612,0.023659306,0.022344901
E07000217,Woking,Bus,11.37032131,0.734220985,0.282910838,0.148191391,0.094303613,0.078586344,0.262702921,0.489480657,0.103284909,0.132474123,0.067359723,0.089812965,0.098794261,0.127983474,0.089812964,0.04939713,0.026943889,0.020207917,0.006735972
E07000229,Worthing,Bus,7.972994695,0.950409902,0.928307346,0.128596689,0.142661951,0.261212024,0.223034882,0.140652628,0.217006912,0.120559396,0.056261051,0.124578042,0.094438193,0.084391577,0.128596689,0.08037293,0.026121202,0.032149172,0.088410223
E07000007,Wycombe,Bus,5.940424071,1.068148094,0.495444122,0.14716162,0.223195124,0.115276603,0.293096894,0.239137633,0.26734361,0.175367597,0.071128116,0.182725678,0.138577192,0.078486197,0.099334094,0.165556823,0.06990177,0.041695792,0.067449077
E06000022,Bath and North East Somerset UA,Bus,10.30991644,1.426897741,0.842212299,0.289579557,0.868738671,0.182368805,0.595738096,0.225474159,0.333790176,0.321632256,0.066315929,0.08068438,0.152526637,0.170210885,0.210000442,0.079579115,0.133737124,0.030947434,0.091737034
E06000023,"Bristol, City of UA",Bus,12.45193443,1.470216211,1.677235471,0.780011468,0.634128242,1.169595575,0.584797787,0.623587547,0.679664047,0.338988768,0.175397173,0.194792053,0.229787162,0.201538098,0.19352717,0.134499275,0.149677876,0.088541842,0.028249064
E06000052,"Cornwall UA and Isles of Scilly UA

",Bus,3.144207049,0.587030146,0.379646277,0.109127399,0.196512941,0.035957687,0.232052515,0.100347033,0.08236819,0.023414308,0.050591629,0.109963624,0.048082954,0.065643684,0.06815236,0.050591629,0.105782498,0.017142618,0.031358447
E06000024,North Somerset UA,Bus,3.629477483,0.755102283,0.528334145,0.072423332,0.148408468,0.090232348,0.279007919,0.15790661,0.074797868,0.049865245,0.046303442,0.078359671,0.178090161,0.087857813,0.079546939,0.053427048,0.0736106,0.029681694,0.023745354
E06000026,Plymouth UA,Bus,11.78320536,2.46610031,1.903283777,0.347982356,1.010455808,0.474595654,0.79235419,0.561182813,1.025159288,0.169906878,0.227087077,0.378206175,0.379839895,0.230354517,0.296520177,0.164188858,0.167456298,0.107008659,0.067799379
E06000025,South Gloucestershire UA,Bus,5.811875985,0.91434577,0.461727098,0.194079524,0.327202662,0.294272202,0.303380627,0.393063584,0.220003503,0.223506744,0.08127518,0.170257488,0.16955684,0.056752496,0.080574532,0.088281661,0.052548607,0.022420739,0.018917498
E06000030,Swindon UA,Bus,9.869579573,1.850832783,1.086836892,0.325592487,0.280651552,0.892398562,0.542959865,0.579646342,0.301746276,0.190769682,0.131154157,0.398965441,0.612664172,0.141242938,0.192604006,0.291657495,0.124734023,0.049526744,0.077958765
E06000027,Torbay UA,Bus,4.827508115,1.043632521,0.919076017,0.098135427,0.267985204,0.064165471,0.401977806,0.194383634,0.156639239,0.045293274,0.090586548,0.135879822,0.14720314,0.132105382,0.133992602,0.07171435,0.324601797,0.047180494,0.039631615
E06000054,Wiltshire UA,Bus,3.806086347,0.618360764,0.468455124,0.103952423,0.128936696,0.12625981,0.23467371,0.157490151,0.167305402,0.056214615,0.049076251,0.135628912,0.074060524,0.062460683,0.090121843,0.057553058,0.113321525,0.026322717,0.020968944
E07000078,Cheltenham,Bus,7.214428858,1.609468938,1.172657816,0.234844689,0.367923347,0.336610721,0.439942385,0.273985471,0.679483968,0.172219439,0.078281563,0.19883517,0.093937876,0.122119238,0.222319639,0.117422345,0.100200401,0.0501002,0.020353207
E07000079,Cotswold,Bus,2.06089313,0.339307267,0.163960558,0.05009906,0.134356569,0.03871291,0.127524879,0.081980279,0.02049507,0.03188122,0.02504953,0.063762439,0.052376289,0.052376289,0.02732676,0.02732676,0.107029809,0.00455446,0.01366338
E07000040,East Devon,Bus,3.671741879,0.663258763,0.423239708,0.056798402,0.104435772,0.093442533,0.265669946,0.106267979,0.157569761,0.034811924,0.054966196,0.111764598,0.106267979,0.078784881,0.056798402,0.080617087,0.0842815,0.014657652,0.014657653
E07000041,Exeter,Bus,10.99658001,1.596393466,1.489967235,0.502236147,0.652906991,0.228397867,0.510606749,0.418530122,0.58355057,0.159041446,0.112405233,0.194915457,0.365914907,0.163824648,0.234376868,0.157845646,0.114796834,0.13632124,0.258292874
E07000080,Forest of Dean,Bus,1.960848075,0.19185744,0.31867846,0.039021852,0.165842872,0.022762747,0.136576483,0.104058273,0.019510926,0.026014568,0.052029136,0.234131113,0.048777315,0.120317378,0.071540062,0.042273673,0.019510926,0.006503642,0.022762747
E07000081,Gloucester,Bus,8.304487479,1.903826364,1.680855708,0.22141142,0.383571896,0.403841956,0.461533664,0.360183366,0.587831727,0.140331182,0.107587239,0.255714598,0.238563009,0.123179593,0.207378301,0.137212711,0.048336296,0.071724826,0.096672591
E07000187,Mendip,Bus,1.940770268,0.450967365,0.209377705,0.072476898,0.096635864,0.022145719,0.185218739,0.064423909,0.036238449,0.016105977,0.026172213,0.112741841,0.04227819,0.050331179,0.040264943,0.032211955,0.034225202,0.01409273,0.002013247
E07000042,Mid Devon,Bus,2.230992531,0.547963078,0.195701099,0.03914022,0.120682344,0.022831795,0.172869304,0.120682344,0.042401905,0.029355165,0.061972015,0.179392674,0.068495385,0.035878535,0.061972015,0.068495385,0.003261685,0,0.04566359
E07000043,North Devon,Bus,3.861324476,0.925887482,0.612414366,0.124558854,0.190990243,0.062279427,0.359144696,0.215902014,0.122482873,0.020759809,0.112102969,0.176458377,0.080963255,0.062279427,0.103799045,0.095495121,0.294789288,0.014531866,0.049823542
E07000188,Sedgemoor,Bus,1.745434445,0.327401833,0.150945001,0.027637817,0.070157536,0.021259859,0.142441057,0.063779578,0.040393733,0.01062993,0.036141761,0.097795353,0.072283521,0.031889789,0.040393733,0.04677169,0.078661479,0.014881901,0.012755916
E07000044,South Hams,Bus,3.59610517,0.510797437,0.337491164,0.072971062,0.155063508,0.061569334,0.269080793,0.161904545,0.191549039,0.401340843,0.057008643,0.298725287,0.070690717,0.054728297,0.098054865,0.072971062,0.070690717,0.01596242,0.022803458
E07000189,South Somerset,Bus,1.668920816,0.413402404,0.200321535,0.037002067,0.063796667,0.010207467,0.100798734,0.090591268,0.057417001,0.021690867,0.0344502,0.077831934,0.0459336,0.038278,0.054865134,0.033174267,0.012759333,0.014035267,0.011483399
E07000082,Stroud,Bus,2.598097503,0.473642489,0.299246928,0.063416568,0.144669045,0.049544193,0.204122077,0.120887832,0.081252477,0.04359889,0.051525961,0.182322632,0.051525961,0.025762981,0.081252477,0.069361871,0.041617122,0.011890606,0.037653586
E07000045,Teignbridge,Bus,3.678916521,0.609852685,0.441549184,0.118802471,0.1009821,0.041580865,0.225724695,0.140582924,0.087121812,0.025740535,0.071281483,0.120782512,0.057421194,0.057421194,0.110882307,0.061381277,0.099002059,0.023760494,0.023760494
E07000083,Tewkesbury,Bus,3.987776271,0.443325371,0.400284073,0.11836357,0.137732154,0.751070652,0.249639529,0.161404868,0.092538791,0.144188349,0.098994986,0.331417996,0.053801623,0.025824779,0.049497493,0.094690856,0.11836357,0.012912389,0.03012891
E07000046,Torridge,Bus,2.627778224,0.637888149,0.461365642,0.100296879,0.104308754,0.036106876,0.192570007,0.072213753,0.084249378,0.016047501,0.080237503,0.228676884,0.116344379,0.036106876,0.116344379,0.032095001,0.028083126,0.016047501,0.032095001
E07000047,West Devon,Bus,1.992123099,0.393845027,0.31599194,0.032057153,0.128228613,0.04121634,0.270196007,0.022897967,0.059534713,0.032057153,0.073273493,0.036636747,0.045795933,0.064114307,0.073273493,0.064114307,0.050375527,0.022897967,0.009159186
W06000019,Blaenau Gwent,Bus,3.279652583,0.900208088,0.515697096,0.058807564,0.221659278,0.018094635,0.171899032,0.176422691,0.122138786,0.004523659,0.063331222,0.194517326,0.099520492,0.054283905,0.14475708,0.067854881,0.018094635,0.013570976,0.054283904
W06000013,Bridgend,Bus,4.268172241,0.795035554,0.58105083,0.0362128,0.138267053,0.044442981,0.289702397,0.162957598,0.174479853,0.04938109,0.075717672,0.141559126,0.059257308,0.06748749,0.064195417,0.077363708,0.069133526,0.027982618,0.027982618
W06000018,Caerphilly,Bus,5.118364297,0.996841354,0.534931902,0.103589987,0.310769962,0.074720647,0.33624291,0.242842102,0.154535883,0.03396393,0.10698638,0.37020684,0.125666542,0.074720647,0.11717556,0.110382773,0.011887376,0.03396393,0.071324255
W06000015,Cardiff,Bus,15.73791089,1.795854876,1.038026055,0.455694435,0.611747344,0.678555937,0.752344533,0.543941607,0.681048795,0.254271512,0.186465776,0.284185808,0.255268655,0.285182951,0.22236293,0.161537196,0.18148006,0.075782882,0.214385785
W06000010,Carmarthenshire,Bus,2.644814313,0.666568313,0.360778423,0.065718003,0.130094822,0.018776572,0.178377436,0.067059186,0.13680074,0.016094205,0.076447473,0.075106289,0.0576709,0.026823675,0.072423921,0.049623798,0.032188409,0.020117756,0.02145894
