MSOA11CD,07/03/2020,14/03/2020,05/03/2020,28/03/2020,04/04/2020,11/04/2020,18/04/2020,25/04/2020,02/05/2020,09/05/2020,16/05/2020,23/05/2020,30/05/2020,13/06/2020
E02003594,,,2,,,,,,,,,,,
E02003595,,,2,,,,,,,,,,,
E02003596,,,2,,,,,,,,,,,
E02003597,,,2,,,,,,,,,,,
E02003598,,,2,,,,,,,,,,,
E02003599,1,1,1,1,,1,1.47,,,,,,,
E02003600,1,1,1,1,,1,1.47,,,,,,,
E02003601,1,1,1,1,,1,,,,,,,,
E02003602,1,1,1,1,,1,,,,,,,,
E02003603,1,1,1,1,,1,,,12,,5.39,,,
E02003604,1,1,1,1,,1,,,12,,,,,
E02003605,1,1,1,,2,2,1.47,,,,,,,
E02003606,1,1,1,1,8,2,,,,,,,,
E02003607,1,1,1,1,2,2,1.47,,,,,,,
E02003608,1,1,1,1,,1,,,,,,,,
E02003609,1,1,1,1,,1,,,,,,,,
E02003610,1,1,1,1,2,2,,,,,,,,
E02003611,1,1,1,1,,1,,,,,,,,
E02003612,1,1,1,1,,1,,,,,,,,
E02003613,1,1,1,1,2,2,,,,,,,,
E02003614,1,1,1,1,2,2,,,,,,,,
E02003615,1,1,1,1,2,2,,,,,,,,
E02003616,1,1,,,,,1.47,,,,,,,
E02003617,1,1,1,,8,2,1.47,,,,,,,
E02003618,1,1,1,,,,1.47,,,,,,,
E02003619,1,1,1,,,1,1.47,,,,,,,
E02003620,1,1,1,,,,1.47,,,,,,,
E0200365,1,1,1,,,,1.47,,,,,,,
E0200363,1,1,1,,,,1.47,,,,,,,
E02003623,1,1,1,,8,2,1.47,,,,,,,
E02003624,1,1,1,,,,1.47,,,,,,,
E02003625,1,1,1,,,,1.47,,,3.31,,,,
E0200364,1,1,1,,,,1.47,,,,,,,
E02003627,1,1,1,,,,1.47,,,,,,,
E02003628,1,1,1,,,,1.47,,,,,,,
E0200366,1,1,1,,,,1.47,,,,,,,
E02003630,1,1,1,,,,1.47,,,,,,,
E02003631,1,1,1,,8,2,1.47,,,,,,,
E02003632,1,1,1,,8,2,1.47,,,,,,,
E02003633,1,1,1,,8,2,1.47,,,,,,,
E02003634,1,1,1,1,,,1.47,,,,,,,
E02003635,1,1,1,,2,2,1.47,,,,,,,
E02003636,1,1,1,1,8,2,,,,,,,,
E02003637,1,1,1,1,2,2,,,,,,,,
E02003638,1,1,1,1,2,2,,,,,,,,
E02003639,1,1,1,1,2,2,,,,,,,,
E02003640,1,1,1,1,2,2,,,,,,,,
E02003641,1,,1,1,2,2,,,,,,,,
E02003642,1,1,1,1,2,2,,,,,,,,
E02003643,1,1,1,1,2,2,,,,,,,,
E02003644,1,1,1,1,2,2,,,,,,,,
E02003645,1,1,1,1,2,2,,,,,,,,
E02003646,1,1,1,1,2,2,,,,,,,,
E02003647,1,1,1,1,2,2,,,,,,,,
E02003648,1,1,1,1,2,2,,,,,,,,
E02003649,1,1,1,1,2,2,,,,,,,,
E02003650,1,,1,1,2,2,,,,,,,,
E02003651,1,1,1,1,2,2,,,,,,,,
E02003652,1,,,9,2,2,,,,,,,,
E02003653,1,,,9,2,2,,,,,,,,
E02003654,1,,1,9,2,2,,,,,,,,
E02003655,1,,,9,2,2,,,,,,,,
E02003656,1,,1,9,2,2,,,,,,,,
E02003657,1,,1,9,2,2,,,,,,,,
E02003658,1,,1,9,2,2,,,,,,,,
E02003659,1,2,1,9,2,2,,,,,,,,
E02003660,1,,1,1,2,2,,,,,,,,
E02003661,1,2,,2,2,2,,,,,,,,
E02003662,1,2,1,9,2,2,,,,,,,,
E02003663,1,2,1,9,2,2,,,,,,,,
E02003664,1,2,1,9,2,2,,,,,,,,
E02003665,1,2,1,9,2,2,,,,,,,,
E02003666,1,2,1,9,2,2,,,,,,,,
E02003667,1,2,1,9,2,2,,,,,,,,
E02003668,1,2,1,9,2,2,,,,,,,,
E02003613,1,2,1,9,2,2,,,,,,,,
E02003670,1,2,1,9,2,2,,,,,,,,
E02003671,1,2,1,9,2,2,,,,,,,,
E02003672,1,2,1,9,2,2,,,,,,,,
E02003673,1,2,,9,2,2,9,,,,,,,
E02003674,1,2,,2,2,2,,,,,,,,
E02003675,1,2,1,9,2,2,,,,,,,,
E02003676,1,2,1,1,2,2,,,,,,,,
E02003677,1,2,1,1,2,2,,,,,,,,
E02003678,1,,1,1,2,2,,,,,,,,
E02003679,1,2,1,1,2,2,,,,,,,,
E02003680,1,2,1,9,2,2,,,,,,,,
E02003681,1,2,1,1,2,2,,,,,,,,
E02003682,1,2,1,9,2,2,,,,,,,,
E02003683,1,2,1,1,2,2,,,,,,,,
E02003685,1,2,1,9,2,2,,,,,,,,
E02003686,1,2,1,9,2,2,,,,,,,,
E02003687,1,2,1,9,2,2,,,,,,,,
E02003688,1,2,1,9,2,2,,,,,,,,
E02003689,1,2,1,9,2,2,,,,,,,,
E02003130,1,2,1,,2,2,,,,,,,,
E02003131,1,2,,9,2,2,,,,,,,,
E02003132,,2,,9,2,2,,,,,,,,
E02003133,,2,,9,2,2,,,,,,,,
E02003134,,2,,9,2,2,,,,,,,,
E02003135,,2,,,2,2,,,,,,,,
E02003136,1,2,1,9,2,2,9,,,,,,,
E02003137,1,2,1,9,2,2,9,,,,,,,
E02003138,1,2,1,9,2,2,,,,,,,,
E02003139,1,2,,9,2,2,9,,,,,,,
E02003701,1,2,,9,2,2,,,,,,,,
E02003702,1,2,,9,2,2,,,,,,,,
E02003703,1,2,,9,2,2,,,,,,,,
E02003704,1,2,1,9,2,2,,,,,,,,
E02003705,1,2,,9,2,2,,,,,,,,
E02003706,1,2,,9,2,2,,,,,,,,
E02003707,1,2,,9,2,2,,,,,,,,
E02003708,1,2,,9,2,2,,,,,,,,
E02003709,1,2,1,9,2,2,,,,,,,,
E02003710,1,2,,9,2,2,,,,,,,,
E02003711,1,2,,9,2,2,,,,,,,,
E02003712,1,2,,9,2,2,,,,,,,,
E02003713,1,2,,9,2,2,,,,,,,,
E02003714,1,2,,9,2,2,,,,,,,,
E02003715,1,2,,9,2,2,,,,,,,,
E02003716,1,2,,9,2,2,,,,,,,,
E02003717,1,2,,9,2,2,,,,,,,,
E02003718,1,2,,9,2,2,,,,,,,,
E02003719,1,1,,,1,1,3.45,,,,,,,
E02003720,1,1,,,1,1,,,,,,,,
E0200375,1,1,,,1,1,3.45,,,,,,,
E0200373,1,1,,,1,1,3.45,,,,,,,
E02003723,1,1,,,1,1,,,,,,,,
E02003724,1,1,,,1,1,,,,,,,,
E02003725,1,1,,,1,1,,,,,,,,
E0200374,1,1,,,1,1,,,,,,,,
E02003727,1,1,,,1,1,,,,,,,,
E02003728,1,1,,,1,1,,,,,,,,
E0200376,1,1,,,1,1,,,,,,,,
E02003730,1,1,,,1,1,,,,,,,,
E02003731,1,1,,,1,1,,,,,,,,
E02003732,,1,,,,1,,,,,,,,
E02003733,1,1,,,,1,,2.04,,,,,,
E02003734,,1,,,,1,,,,,,,,
E02003735,,1,,,,1,,,,,,,,
E02003736,1,1,,,,1,,,,,,,,
E02003737,,1,,,1,1,,,,,,,,
E02003738,,1,,,1,1,,,,,,,,
E02003739,,1,,,1,1,,,,,,,,
E02003740,1,1,,,1,1,,,,,,,,
E02003742,,1,,,,1,,,,,,,,
E02003743,,1,,,,1,,,,,,,,
E02003744,,1,,,,1,,,,,,,,
E02003745,,1,,,,1,,,,,,,,
E02003746,,1,,,,1,,,,,,,,
E02003747,1,1,,,,1,,,,,,,,
E02003748,,1,,,,1,,2.04,,,,,,
E02003749,1,1,,,,1,,,,,,,,
E02003750,,1,,,,1,,2.04,,,,,,
E02003751,1,1,,,,1,,2.04,,,,,,
E02003752,1,1,,,,1,,2.04,,,,,,
E02003753,1,1,,,,1,,,,,,,,
E02003754,1,1,,,,1,1.47,,,,,,,
E02003755,1,1,,,,1,,2.04,,,,,,
E02003756,1,1,,,,1,1.47,,,,,,,
E02003757,1,1,,,,1,,2.04,,,,,,
E02003758,1,1,,,,1,,2.04,,,,,,
E02003759,1,1,,,,1,,2.04,,,,,,
E02003760,1,1,,,,1,1.47,,,,,,,
E02003761,1,1,,,,1,1.47,,,,,,,
E02003762,1,1,,,,1,1.47,,,,,,,
E02003763,1,1,,,,1,,,,,,,,
E02003764,1,1,,,,1,1.47,,,,,,,
E02003765,1,1,,,,1,,,,,,,,
E02003766,1,1,,,,1,1.47,,,,,,,
E02003767,1,1,,,,1,1.47,,,,,,,
E02003768,1,1,,,,1,,,,,,,,
E02003713,1,1,,,,1,1.47,,,,,,,
E02003770,1,1,,,,1,1.47,,,,,,,
E02003771,1,1,,,,1,1.47,,,,,,,
E02003772,1,1,,,,1,1.47,,,,,,,
E02003773,1,1,1,,,1,1.47,,,,,,,
E02003774,1,1,1,,,1,1.47,,,,,,,
E02003775,1,1,,,,1,,,,,,,,
E02003776,1,1,,,,1,,,,,,,,
E02003777,1,1,,,,1,,,,,,,,
E02003778,1,1,,,1,1,,,,,,,,
E02003779,1,1,,,,1,,,,,,,,
E02003780,1,1,,,,1,,,,,,,,
E02003781,1,1,,,1,1,,,,,,,,
E02003783,1,1,,,,1,,,,,,,,
E02003784,1,1,,,,1,,,,,,,,
E02003785,1,1,,,1,1,,,,,,,,
E02003786,1,1,,,1,1,,,,,,,,
E02003787,1,1,1,1,,1,,,,,,,,
E02003788,1,1,,,1,1,,,,,,,,
E02003789,1,1,,7,1,1,,,,,,,,
E02003790,,1,,7,1,1,,,,,,,,
E02003791,1,1,,7,1,1,,,,,,,,
E02003792,1,1,1,1,1,1,,,,,,,,
E02003793,1,1,1,1,,1,,,,,,,,
E02003794,,,,,6,,1.47,1.5,1.5,,,,,
E02003795,,,,,6,,1.47,1.5,5.71,4.46,,,,
E02003796,,,,,6,,1.47,1.5,,,,,,
E02003797,,,,,6,,1.47,1.5,,,,,,
E02003798,,,,,6,,1.47,1.5,,,,,,
E02003799,,,,,6,,1.47,1.5,,,,,,
E02003800,,,,,6,4,1.47,1.5,1.5,,,,,
E02003801,,,,,6,,1.47,1.5,,,,,,
E02003802,,,,,6,,1.47,1.5,,,,,,
E02003803,,,,,6,,1.47,1.5,,,,,,
E02003804,,,,,6,,1.47,1.5,,,,,,
E02003805,,,,,6,,1.47,1.5,1.5,,,,,
E02003806,,,,,6,,1.47,1.5,,,,,,
E02003807,,,,,6,,1.47,1.5,,,,,,
E02003808,,,,,6,,1.47,1.5,,,,,,
E02003809,,,,,6,4,1.47,1.5,1.5,,,,,
E02003810,,,,,6,4,1.47,1.5,,,,,,
E02003811,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003812,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003813,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003814,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003815,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003816,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003817,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003818,,4,,4,6,4,1.47,1.5,1.5,,,,,
E02003819,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003820,,4,,,6,4,1.47,1.5,1.5,,,,,
E0200385,,4,,,6,4,1.47,1.5,1.5,,,,,
E0200383,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003823,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003824,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003825,,4,,,6,4,1.47,1.5,1.5,,,,,
E0200384,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003827,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003828,,4,,,6,4,1.47,1.5,1.5,,,,,
E0200386,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003830,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003831,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003832,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003833,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003834,,4,,,6,4,1.47,1.5,1.5,2.33,,,,
E02003835,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003836,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003837,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003838,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003839,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003840,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003841,,,3,3,6,,1.47,,,,,,,
E02003842,,,3,13,6,,1.47,,,,,,,
E02003843,,,,13,6,,1.47,,,,,,,
E02003844,,,3,13,6,,1.47,,,,,,,
E02003845,,,,13,6,,1.47,1.5,,,,,,
E02003846,,,,13,6,,1.47,,,,,,,
E02003847,,,,13,6,,1.47,,,,,,,
E02003848,,,,13,6,,1.47,1.5,,,,,,
E02003849,,,,13,6,,1.47,1.5,,,,,,
E02003850,,,,13,6,,1.47,1.5,,,,,,
E02003851,,,,,6,,1.47,1.5,,,,,,
E02003852,,,,,6,,1.47,1.5,,,,,,
E02003853,,4,,,4,4,1.47,,,,,,,
E02003854,,4,,,6,4,1.47,,,,,,,
E02003855,,4,,,6,4,1.47,,,,,,,
E02003856,,4,,,6,4,1.47,,,,,,,
E02003857,,4,,,6,4,1.47,1.5,,,,,,
E02003858,,4,,,6,4,1.47,1.5,,,,,,
E02003859,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003860,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003861,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003862,,4,,,6,4,1.47,1.5,,,,,,
E02003863,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003864,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003865,,4,,,6,4,1.47,,,,,,,
E02003866,,4,,,6,4,1.47,1.5,,,,,,
E02003867,,4,,,6,4,1.47,1.5,,,,,,
E02003868,,4,,,6,4,1.47,1.5,,,,,,
E02003813,,4,,,6,4,1.47,1.5,,,,,,
E02003870,,4,,,6,4,1.47,1.5,,,,,,
E02003871,,4,,,6,4,1.47,1.5,,,,,,
E02003872,,4,,,6,4,1.47,1.5,,,,,,
E02003873,,4,,,6,4,1.47,1.5,,,,,,
E02003874,,,,,6,4,1.47,1.5,1.5,,,,,
E02003875,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003876,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003877,,,,,6,4,1.47,1.5,1.5,,,,,
E02003878,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003879,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003880,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003881,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003882,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003883,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003884,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003885,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003886,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003887,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003888,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003889,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003890,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003891,,4,,,6,4,1.47,1.5,1.5,,,,,
E02003892,,,2,,,,,,,,,,,
E02003893,,,2,,,,,,,,,,,
E02003894,,,2,,,,,,,,,,,
E02003895,,,2,,,,,,,,,,,
E02003896,,,2,,,,,,,,,,,
E02003897,,,2,,,,,,,,,,,
E02003898,,,2,,,,,,,,,,,
E02003899,,,2,,,,,,,,,,,
E02003900,,,2,,,,,,,,,,,
E02003901,,,2,,,,,,,,,,,
E02003902,,,2,,,,,,,,,,,
E02003903,,,2,,,,,,,,,,,
E02003904,,,2,,,,,,,,,,,
E02003905,,,2,,,,,,,,,,,
E02003906,,,2,,,,,,,,,,,
E02003907,,,2,,,,,,,,,,,
E02003908,,,2,,,,,,,,,,,
E02003909,,,2,,,,,,,,,,,
E02003910,,,2,,,,,,,,,,,
E02003911,,,2,,,,,,,,,,,
E02003912,,,2,,,,,,,,,,,
E02003913,,,2,,,,,,,,,,,
E02003914,,,2,,,,,,,,,,,
E02003915,,,2,,,,,,,,,,,
E02003916,,,2,,,,,,,,,,,
E02003917,,,2,,,,,,,,,,,
E0200395,,,2,,,,,,,,,,,
E02003931,,,2,,,,,,,,,,,
E02003932,,,2,,,,,,,,,,,
E02003933,,,2,,,,,,,,,,,
E02003934,,,2,,,,,,,,,,,
E02003935,,,2,,,,,,,,,,,
E02003936,,,2,,,,,,,,,,,
E02003937,,,2,,,,,,,,,,,
E02003938,,,2,,,,,,,,,,,
E02003939,,,2,,,,,,,,,,,
E02003940,,,2,,,,,,,,,,,
E02003941,,,2,,,,,,,,,,,
E02003942,,,2,,,,,,,,,,,
E02003952,,,2,,,,,,,,,,,
E02003953,,,2,,,,,,,,,,,
E02003954,,,2,,,,,,,,,,,
E02003955,,,2,,,,,,,,,,,
E02003956,,,2,,,,,,,,,,,
E02003957,,,2,,,,,,,,,,,
E02003958,,,2,,,,,,,,,,,
E02003959,,,2,,,,,,,,,,,
E02003960,,,2,,,,,,,,,,,
E02003961,,,2,,,,,,,,,,,
E02003962,,,2,,,,,,,,,,,
E02003963,,,2,,,,,,,,,,,
E02003964,,,2,,,,,,,,,,,
E02003965,,3,3,3,3,3,,,,,,,,
E02003966,,3,3,3,3,3,,,,,,,,
E02003967,,3,3,3,3,3,,,,,,,,
E02003968,,3,3,3,3,3,,,,,,,,
E02003913,,3,3,3,3,3,,,,,,,,
E02003970,,3,3,3,3,3,,,,,,,,
E02003971,,3,3,3,3,3,,,,,,,,
E02003972,,3,3,3,3,3,,,,,,,,
E02003973,,,3,3,3,3,,,,,,,,
E02003974,,,3,3,3,3,,,,,,,,
E02003975,,3,3,3,3,3,,,,,,,,
E02003976,,3,3,3,3,3,,,,,,,,
E02003977,,3,3,3,3,3,,,,,,,,
E02003978,,3,3,3,3,3,,,,,,,,
E02003979,,3,3,3,3,3,,,,,,,,
E02003980,,3,3,3,3,3,,,,,,,,
E02003981,,3,3,3,3,3,,,,,,,,
E02003982,,3,3,3,3,3,,,,,,,,
E02003983,,3,3,3,3,3,,,,,,,,
E02003984,,3,3,3,3,3,,,,,,,,
E02003985,,3,3,3,3,3,,,,,,,,
E02003986,,3,3,3,3,3,,,,,,,,
E02003987,,3,3,3,3,3,,,,,,,,
E02003988,,3,3,3,3,3,,,,,,,,
E02003989,,3,3,3,3,3,,,,,,,,
E02003990,,3,3,3,3,3,,,,,,,,
E02003991,,3,3,3,3,3,,,,,,,,
E02003992,,3,3,3,3,3,,,,,,,,
E02003993,,3,3,3,3,3,,,,,,,,
E02003994,,3,3,3,3,3,,,,,,,,
E02003995,,3,3,3,3,3,,,,,,,,
E02003996,,3,3,3,3,3,,,3.15,,,,,
E02003997,,3,3,3,3,3,,,3.15,,,,,
E02003998,,3,3,3,3,3,,,3.15,,,,,
E02003999,,3,3,3,3,3,,,,,,,,
E02004000,,3,3,3,3,3,,,,,,,,
E02004001,,,3,3,3,3,,,,,,,,
E02004002,,,3,3,3,3,,,,,,,,
E02004003,,3,3,3,3,3,,,,,,,,
E02004004,,,3,3,3,3,,,,,,,,
E02004005,,3,3,3,3,3,,,,,,,,
E02004006,,3,3,3,3,3,,,,,,,,
E02004007,,3,3,3,3,3,,,,,,,,
E02004008,,3,3,3,3,3,,,,,,,,
E02004009,,3,3,3,3,3,,,,,,,,
E02004010,,3,3,3,3,3,,,,,,,,
E02004011,,3,3,3,3,3,,,,,,,,
E02004012,,3,3,3,3,3,,,,,,,,
E02004013,,3,3,3,3,3,,,,,,,,
E02004014,,3,3,3,3,3,,,,,,,,
E02004015,,3,3,3,3,3,,,,,,,,
E02004016,,3,3,3,3,3,,,,,,,,
E02004017,,3,3,3,3,3,,,,,,,,
E02004018,,3,3,3,3,3,,,,,,,,
E02004019,,3,3,3,3,3,,,,,,,,
E02004020,,3,3,3,3,3,,,,,,,,
E0200405,,3,3,3,3,3,,,,,,,,
E0200403,,3,3,3,3,3,,,,,,,,
E02004023,,3,3,3,3,3,,,,,,,,
E02004024,,3,3,3,3,3,,,,,,,,
E02004025,,3,3,3,3,3,,,,,,,,
E0200404,,3,3,3,3,3,,,,,,,,
E02004027,,3,3,3,3,3,,,,,,,,
E02004028,,3,3,3,3,3,,,,,,,,
E0200406,,4,4,4,4,4,,,,,,,,
E02004030,,4,4,4,4,4,,,,,,,,
E02004031,,4,4,4,4,4,,,,,,,,
E02004032,,4,4,4,4,4,,,,,,,,
E02004033,,4,4,4,4,4,,,,,,,,
E02004034,,4,4,4,4,4,,,,,,,,
E02004035,,4,4,4,4,4,,1.93,,,,,,
E02004036,,4,4,4,4,4,,,,,,,,
E02004037,,4,4,4,4,4,,,,,,,,
E02004038,,4,4,4,4,4,,1.93,,,,,,
E02004039,,4,4,4,4,4,,,,,,,,
E02004040,,4,4,4,4,4,1.27,,,,,,,
E02004041,,4,4,4,4,4,1.27,,,,,,,
E02004043,,4,4,4,4,4,1.27,,,,,,,
E02004044,,4,4,4,4,4,1.27,,,,,,,
E02004045,,,4,4,4,4,1.41,,,,,,,
E02004046,,,4,4,4,,1.41,,,,,,,
E02004047,,,4,4,4,,1.41,,,,,,,
E02004048,,,4,4,4,4,1.41,,,,,,,
E02004049,,,4,4,4,4,1.41,,,,,,,
E02004050,,,4,4,4,,1.41,,,,,,,
E02004051,,,4,4,4,,,,,,,,,
E02004052,,4,4,4,4,4,1.41,,,,,,,
E02004053,,4,4,4,4,4,,,,,,,,
E02004054,,4,4,4,4,4,,,,,,,,
E02004055,,4,4,4,4,4,1.41,,,,,,,
E02004056,,,4,4,4,4,1.41,,,,,,,
E02004057,,4,4,4,4,4,1.41,,,,,,,
E02004058,,4,4,4,4,4,1.41,,,,,,,
E02004059,,4,4,4,4,4,1.41,,,,,,,
E02004060,,4,4,4,4,4,1.41,,,,,,,
E02004061,,4,4,4,4,4,1.41,,,,,,,
E02004062,,4,4,4,4,4,1.41,,,,,,,
E02004063,,4,4,4,4,4,1.41,,,,,,,
E02004064,,4,4,4,4,4,1.41,,,,,,,
E02004065,,4,4,4,4,4,1.41,,,,,,,
E02004066,,4,4,4,4,4,1.41,,,,,,,
E02004067,,4,4,4,4,4,1.41,,,,,,,
E02004068,,4,4,4,4,4,1.41,,,,,,,
E02004013,,4,4,4,4,4,1.41,,,,,,,
E02004070,,4,4,4,4,4,1.41,,,,,,,
E02004071,,4,4,4,4,4,1.41,,,,,,,
E02004072,,4,4,4,4,4,1.41,1.93,,,,,,
E02004073,,4,4,4,4,4,1.41,1.93,,,,,,
E02004074,,4,4,4,4,4,,1.93,,,,,,
E02004075,,4,4,4,4,4,,1.93,,,,,,
E02004076,,4,4,4,4,4,1.54,2.89,,,,,,
E02004077,,4,4,4,4,4,1.54,2.89,,,,,,
E02004078,,4,4,4,4,4,1.27,,,,,,,
E02004080,,4,4,4,4,4,1.27,,,,,,,
E02004081,,4,4,4,4,4,1.27,,,,,,,
E02004082,,4,4,4,4,4,1.27,,,,,,,
E02004083,,4,4,4,4,4,1.27,,,,,,,
E02004084,,4,4,4,4,4,1.27,,,,,,,
E02004085,,4,4,4,4,4,1.27,,,,,,,
E02004086,,4,4,4,4,4,1.27,,,,,,,
E02004087,,4,4,4,4,,1.27,,,,,,,
E02004088,,4,4,4,4,,1.27,,,,,,,
E02004089,,4,4,4,4,,1.27,,,,,,,
E02004090,,4,4,4,4,4,1.27,,,,,,,
E02004091,,4,4,4,4,,1.27,,,,,,,
E02004092,,4,4,4,4,,1.27,,,,,,,
E02004093,,,,,4,4,1.49,,,,,,,
E02004094,,,,,4,4,1.49,,,,,,,
E02004095,,,,,4,4,1.49,,,,,,,
E02004096,,4,,,4,4,1.49,,,,,,,
E02004097,,4,,,4,4,1.47,,,,,,,
E02004098,,4,,,4,4,1.47,,,,,,,
E02004100,,4,,4,4,4,1.47,,,,,,,
E02004102,,4,4,4,4,4,1.47,,,,,,,
E02004103,,4,4,4,4,4,1.47,,,,,,,
E02004104,,4,4,4,4,4,1.47,,,,,,,
E02004105,,,4,4,4,4,1.41,,,,,,,
E02004106,,,4,4,4,4,1.41,,,,,,,
E02004108,,4,4,4,4,4,1.41,,,,,,,
E02004109,,4,4,4,4,4,1.41,,,,,,,
E02004110,,4,4,4,4,4,1.41,,,,,,,
E02004111,,4,4,4,4,4,1.41,,,,,,,
E02004112,,4,4,4,4,4,1.41,,,,,,,
E02004113,,4,4,4,4,4,1.41,,,,,,,
E02004114,,4,4,4,4,4,1.41,,,,,,,
E02004115,,4,4,4,4,4,1.41,,,,,,,
E02004116,,4,4,4,4,4,1.41,,,,,,,
E02004117,,4,4,4,4,4,1.41,,,,,,,
E02004118,,4,4,4,4,4,1.54,2.89,,,,,,
E02004119,,4,4,4,4,4,1.27,,,,,,,
E02004120,,4,4,4,4,4,1.27,,,,,,,
E0200415,,4,4,4,4,4,1.27,,,,,,,
E0200413,,4,4,4,4,4,1.27,,,,,,,
E02004123,,4,4,4,4,4,1.27,,,,,,,
E02004124,,4,4,4,4,4,1.27,,,,,,,
E02004125,,4,4,4,4,4,1.27,,,,,,,
E0200414,,4,4,4,4,4,1.27,,,,,,,
E02004128,,4,4,4,4,4,1.27,,,,,,,
E0200416,,,2,2,,,,,,,,,,
E02004130,,,2,,,,,,,,,,,
E02004131,,,2,,,,,,,,,,,
E02004132,,,2,,,,,,,,,,,
E02004133,,,2,2,,,,,,,,,,
E02004134,,,2,,,,,,,,,,,
E02004135,,,2,,,,,,,,,,,
E02004136,,,2,,,,,,,,,,,
E02004137,,,2,,,,,,,,,,,
E02004138,,,2,,,,,,,,,,,
E02004139,,,2,,,,,,,,,,,
E02004140,,,2,,,,,,,,,,,
E02004141,,,2,,,,,,,,,,,
E02004142,,,2,,,,,,,,,,,
E02004143,,,2,,,,,,,,,,,
E02004144,,,2,,,,,,,,,,,
E02004145,,,2,,,,,,,,,,,
E02004146,,,2,,,,,,,,,,,
E02004147,,,2,,,,,,,,,,,
E02004148,,,2,,,,,,,,,,,
E02004149,,,2,,,,,,,,,,,
E02004150,,,2,,,,,,,,,,,
E02004151,,,2,,,,,,,,,,,
E02004152,,,2,,,,,,,,,,,
E02004153,,,2,,,,,,,,,,,
E02004154,,,2,,,,,,,,,,,
E02004155,,,2,,,,,,,,,,,
E02004156,,,2,,,,,,,,,,,
E02004157,,,2,,,,,,,,,,,
E02004158,,,2,,,,,,,,,,,
E02004159,,,2,,,,,,,,,,,
E02004160,,,2,,,,,,,,,,,
E02004161,,,2,,,,,,,,,,,
E02004162,,,2,,,,,,,,,,,
E02004163,,,2,,,,,,,,,,,
E02004164,,,2,,,,,,,,,,,
E02004165,,,2,,,,,,,,,,,
E02004166,,,2,2,,,,,,,,,,
E02004167,,,2,,,,,,,,,,,
E02004168,,,2,,,,,,,,,,,
E02004113,,,2,,,,,,,,,,,
E02004170,,,2,,,,,,,,,,,
E02004171,,,2,,,,,,,,,,,
E02004172,,,2,,,,,,,,,,,
E02004173,,,2,,,,,,,,,,,
E02004174,,,2,,,,,,,,,,,
E02004175,,,2,,,,,,,,,,,
E02004176,,,2,,,,,,,,,,,
E02004177,,,2,,,,,,,,,,,
E02004178,,,2,,,,,,,,,,,
E02004179,,,2,,,,,,,,,,,
E02004180,,,2,,,,,,,,,,,
E02004181,,,2,,,,,,,,,,,
E02004182,,,2,,,,,,,,,,,
E02004183,,,2,,,,,,,,,,,
E02004184,,,2,,,,,,,,,,,
E02004185,,,2,,,,,,,,,,,
E02004186,,,2,,,,,,,,,,,
E02004187,,,2,,,,,,,,,,,
E02004188,,,2,,,,,,,,,,,
E02004189,,,2,,,,,,,,,,,
